ID,Jenis Sayuran,Tanggal Harga,Musim,Harga Beli Pengepul per Kilogram
2143,Sawi Putih,12/24/2021,Hujan,1100
2144,Cabe Chilli,12/24/2021,Hujan,21000
2145,Cabe Kriting,12/24/2021,Hujan,34500
2146,Cabe Rawit,12/24/2021,Hujan,54300
2147,Kol,12/24/2021,Hujan,3300
2148,Buncis,12/24/2021,Hujan,5400
2149,Sawi Putih,12/25/2021,Hujan,3700
2150,Cabe Chilli,12/25/2021,Hujan,19700
2151,Cabe Kriting,12/25/2021,Hujan,27400
2152,Cabe Rawit,12/25/2021,Hujan,54700
2153,Kol,12/25/2021,Hujan,2700
2154,Buncis,12/25/2021,Hujan,3500
2155,Sawi Putih,12/26/2021,Hujan,3200
2156,Cabe Chilli,12/26/2021,Hujan,25900
2157,Cabe Kriting,12/26/2021,Hujan,28100
2158,Cabe Rawit,12/26/2021,Hujan,43700
2159,Kol,12/26/2021,Hujan,7000
2160,Buncis,12/26/2021,Hujan,4700
2161,Sawi Putih,12/27/2021,Hujan,3400
2162,Cabe Chilli,12/27/2021,Hujan,23900
2163,Cabe Kriting,12/27/2021,Hujan,30400
2164,Cabe Rawit,12/27/2021,Hujan,42900
2165,Kol,12/27/2021,Hujan,4600
2166,Buncis,12/27/2021,Hujan,5000
2167,Sawi Putih,12/28/2021,Hujan,3100
2168,Cabe Chilli,12/28/2021,Hujan,21700
2169,Cabe Kriting,12/28/2021,Hujan,31800
2170,Cabe Rawit,12/28/2021,Hujan,52400
2171,Kol,12/28/2021,Hujan,4600
2172,Buncis,12/28/2021,Hujan,4600
2173,Sawi Putih,12/29/2021,Hujan,600
2174,Cabe Chilli,12/29/2021,Hujan,22100
2175,Cabe Kriting,12/29/2021,Hujan,35500
2176,Cabe Rawit,12/29/2021,Hujan,37300
2177,Kol,12/29/2021,Hujan,2100
2178,Buncis,12/29/2021,Hujan,2600
2179,Sawi Putih,12/30/2021,Hujan,2800
2180,Cabe Chilli,12/30/2021,Hujan,26300
2181,Cabe Kriting,12/30/2021,Hujan,33900
2182,Cabe Rawit,12/30/2021,Hujan,41100
2183,Kol,12/30/2021,Hujan,4200
2184,Buncis,12/30/2021,Hujan,5500
2185,Sawi Putih,12/31/2021,Hujan,1900
2186,Cabe Chilli,12/31/2021,Hujan,26300
2187,Cabe Kriting,12/31/2021,Hujan,31400
2188,Cabe Rawit,12/31/2021,Hujan,47500
2189,Kol,12/31/2021,Hujan,6100
2190,Buncis,12/31/2021,Hujan,6600
2191,Sawi Putih,1/1/2022,Hujan,3100
2192,Cabe Chilli,1/1/2022,Hujan,19100
2193,Cabe Kriting,1/1/2022,Hujan,25500
2194,Cabe Rawit,1/1/2022,Hujan,36900
2195,Kol,1/1/2022,Hujan,5200
2196,Buncis,1/1/2022,Hujan,6100
2197,Sawi Putih,1/2/2022,Hujan,2100
2198,Cabe Chilli,1/2/2022,Hujan,16500
2199,Cabe Kriting,1/2/2022,Hujan,22900
2200,Cabe Rawit,1/2/2022,Hujan,44500
2201,Kol,1/2/2022,Hujan,2400
2202,Buncis,1/2/2022,Hujan,3100
2203,Sawi Putih,1/3/2022,Hujan,2600
2204,Cabe Chilli,1/3/2022,Hujan,14400
2205,Cabe Kriting,1/3/2022,Hujan,27800
2206,Cabe Rawit,1/3/2022,Hujan,39200
2207,Kol,1/3/2022,Hujan,2700
2208,Buncis,1/3/2022,Hujan,3600
2209,Sawi Putih,1/4/2022,Hujan,3100
2210,Cabe Chilli,1/4/2022,Hujan,19400
2211,Cabe Kriting,1/4/2022,Hujan,22400
2212,Cabe Rawit,1/4/2022,Hujan,38700
2213,Kol,1/4/2022,Hujan,3200
2214,Buncis,1/4/2022,Hujan,1800
2215,Sawi Putih,1/5/2022,Hujan,600
2216,Cabe Chilli,1/5/2022,Hujan,17500
2217,Cabe Kriting,1/5/2022,Hujan,28200
2218,Cabe Rawit,1/5/2022,Hujan,29600
2219,Kol,1/5/2022,Hujan,4600
2220,Buncis,1/5/2022,Hujan,2900
2221,Sawi Putih,1/6/2022,Hujan,3000
2222,Cabe Chilli,1/6/2022,Hujan,18700
2223,Cabe Kriting,1/6/2022,Hujan,23800
2224,Cabe Rawit,1/6/2022,Hujan,32800
2225,Kol,1/6/2022,Hujan,2200
2226,Buncis,1/6/2022,Hujan,4700
2227,Sawi Putih,1/7/2022,Hujan,2900
2228,Cabe Chilli,1/7/2022,Hujan,15900
2229,Cabe Kriting,1/7/2022,Hujan,22900
2230,Cabe Rawit,1/7/2022,Hujan,36000
2231,Kol,1/7/2022,Hujan,4000
2232,Buncis,1/7/2022,Hujan,3600
2233,Sawi Putih,1/8/2022,Hujan,2200
2234,Cabe Chilli,1/8/2022,Hujan,16400
2235,Cabe Kriting,1/8/2022,Hujan,20300
2236,Cabe Rawit,1/8/2022,Hujan,35200
2237,Kol,1/8/2022,Hujan,4400
2238,Buncis,1/8/2022,Hujan,4400
2239,Sawi Putih,1/9/2022,Hujan,1100
2240,Cabe Chilli,1/9/2022,Hujan,16500
2241,Cabe Kriting,1/9/2022,Hujan,21600
2242,Cabe Rawit,1/9/2022,Hujan,38500
2243,Kol,1/9/2022,Hujan,2800
2244,Buncis,1/9/2022,Hujan,4500
2245,Sawi Putih,1/10/2022,Hujan,2700
2246,Cabe Chilli,1/10/2022,Hujan,15000
2247,Cabe Kriting,1/10/2022,Hujan,27000
2248,Cabe Rawit,1/10/2022,Hujan,32400
2249,Kol,1/10/2022,Hujan,5200
2250,Buncis,1/10/2022,Hujan,6500
2251,Sawi Putih,1/11/2022,Hujan,1000
2252,Cabe Chilli,1/11/2022,Hujan,17200
2253,Cabe Kriting,1/11/2022,Hujan,21700
2254,Cabe Rawit,1/11/2022,Hujan,33300
2255,Kol,1/11/2022,Hujan,4300
2256,Buncis,1/11/2022,Hujan,2800
2257,Sawi Putih,1/12/2022,Hujan,1600
2258,Cabe Chilli,1/12/2022,Hujan,16100
2259,Cabe Kriting,1/12/2022,Hujan,25000
2260,Cabe Rawit,1/12/2022,Hujan,31900
2261,Kol,1/12/2022,Hujan,2300
2262,Buncis,1/12/2022,Hujan,2700
2263,Sawi Putih,1/13/2022,Hujan,1100
2264,Cabe Chilli,1/13/2022,Hujan,17500
2265,Cabe Kriting,1/13/2022,Hujan,24100
2266,Cabe Rawit,1/13/2022,Hujan,33500
2267,Kol,1/13/2022,Hujan,2100
2268,Buncis,1/13/2022,Hujan,6100
2269,Sawi Putih,1/14/2022,Hujan,3300
2270,Cabe Chilli,1/14/2022,Hujan,19400
2271,Cabe Kriting,1/14/2022,Hujan,28900
2272,Cabe Rawit,1/14/2022,Hujan,37700
2273,Kol,1/14/2022,Hujan,2700
2274,Buncis,1/14/2022,Hujan,2200
2275,Sawi Putih,1/15/2022,Hujan,4000
2276,Cabe Chilli,1/15/2022,Hujan,15700
2277,Cabe Kriting,1/15/2022,Hujan,23100
2278,Cabe Rawit,1/15/2022,Hujan,32300
2279,Kol,1/15/2022,Hujan,4600
2280,Buncis,1/15/2022,Hujan,3900
2281,Sawi Putih,1/16/2022,Hujan,2800
2282,Cabe Chilli,1/16/2022,Hujan,19100
2283,Cabe Kriting,1/16/2022,Hujan,27000
2284,Cabe Rawit,1/16/2022,Hujan,28800
2285,Kol,1/16/2022,Hujan,4600
2286,Buncis,1/16/2022,Hujan,3800
2287,Sawi Putih,1/17/2022,Hujan,1800
2288,Cabe Chilli,1/17/2022,Hujan,14100
2289,Cabe Kriting,1/17/2022,Hujan,21300
2290,Cabe Rawit,1/17/2022,Hujan,31400
2291,Kol,1/17/2022,Hujan,3000
2292,Buncis,1/17/2022,Hujan,2600
2293,Sawi Putih,1/18/2022,Hujan,2700
2294,Cabe Chilli,1/18/2022,Hujan,19200
2295,Cabe Kriting,1/18/2022,Hujan,22000
2296,Cabe Rawit,1/18/2022,Hujan,33200
2297,Kol,1/18/2022,Hujan,2900
2298,Buncis,1/18/2022,Hujan,3100
2299,Sawi Putih,1/19/2022,Hujan,3800
2300,Cabe Chilli,1/19/2022,Hujan,17300
2301,Cabe Kriting,1/19/2022,Hujan,25200
2302,Cabe Rawit,1/19/2022,Hujan,43100
2303,Kol,1/19/2022,Hujan,5000
2304,Buncis,1/19/2022,Hujan,6700
2305,Sawi Putih,1/20/2022,Hujan,600
2306,Cabe Chilli,1/20/2022,Hujan,14600
2307,Cabe Kriting,1/20/2022,Hujan,28900
2308,Cabe Rawit,1/20/2022,Hujan,34000
2309,Kol,1/20/2022,Hujan,5200
2310,Buncis,1/20/2022,Hujan,3800
2311,Sawi Putih,1/21/2022,Hujan,2700
2312,Cabe Chilli,1/21/2022,Hujan,14900
2313,Cabe Kriting,1/21/2022,Hujan,22500
2314,Cabe Rawit,1/21/2022,Hujan,38100
2315,Kol,1/21/2022,Hujan,4800
2316,Buncis,1/21/2022,Hujan,2600
2317,Sawi Putih,1/22/2022,Hujan,1100
2318,Cabe Chilli,1/22/2022,Hujan,17500
2319,Cabe Kriting,1/22/2022,Hujan,27900
2320,Cabe Rawit,1/22/2022,Hujan,36700
2321,Kol,1/22/2022,Hujan,6100
2322,Buncis,1/22/2022,Hujan,4600
2323,Sawi Putih,1/23/2022,Hujan,3700
2324,Cabe Chilli,1/23/2022,Hujan,17700
2325,Cabe Kriting,1/23/2022,Hujan,24800
2326,Cabe Rawit,1/23/2022,Hujan,35000
2327,Kol,1/23/2022,Hujan,4500
2328,Buncis,1/23/2022,Hujan,4700
2329,Sawi Putih,1/24/2022,Hujan,2300
2330,Cabe Chilli,1/24/2022,Hujan,17200
2331,Cabe Kriting,1/24/2022,Hujan,24500
2332,Cabe Rawit,1/24/2022,Hujan,31800
2333,Kol,1/24/2022,Hujan,5900
2334,Buncis,1/24/2022,Hujan,6300
2335,Sawi Putih,1/25/2022,Hujan,3900
2336,Cabe Chilli,1/25/2022,Hujan,14200
2337,Cabe Kriting,1/25/2022,Hujan,26000
2338,Cabe Rawit,1/25/2022,Hujan,38700
2339,Kol,1/25/2022,Hujan,3700
2340,Buncis,1/25/2022,Hujan,3500
2341,Sawi Putih,1/26/2022,Hujan,2100
2342,Cabe Chilli,1/26/2022,Hujan,15000
2343,Cabe Kriting,1/26/2022,Hujan,22900
2344,Cabe Rawit,1/26/2022,Hujan,31600
2345,Kol,1/26/2022,Hujan,4600
2346,Buncis,1/26/2022,Hujan,2900
2347,Sawi Putih,1/27/2022,Hujan,700
2348,Cabe Chilli,1/27/2022,Hujan,16000
2349,Cabe Kriting,1/27/2022,Hujan,24000
2350,Cabe Rawit,1/27/2022,Hujan,36000
2351,Kol,1/27/2022,Hujan,5200
2352,Buncis,1/27/2022,Hujan,2300
2353,Sawi Putih,1/28/2022,Hujan,3300
2354,Cabe Chilli,1/28/2022,Hujan,20500
2355,Cabe Kriting,1/28/2022,Hujan,21200
2356,Cabe Rawit,1/28/2022,Hujan,43300
2357,Kol,1/28/2022,Hujan,5000
2358,Buncis,1/28/2022,Hujan,2000
2359,Sawi Putih,1/29/2022,Hujan,1600
2360,Cabe Chilli,1/29/2022,Hujan,14600
2361,Cabe Kriting,1/29/2022,Hujan,22400
2362,Cabe Rawit,1/29/2022,Hujan,28700
2363,Kol,1/29/2022,Hujan,5200
2364,Buncis,1/29/2022,Hujan,2100
2365,Sawi Putih,1/30/2022,Hujan,1400
2366,Cabe Chilli,1/30/2022,Hujan,17300
2367,Cabe Kriting,1/30/2022,Hujan,22700
2368,Cabe Rawit,1/30/2022,Hujan,32200
2369,Kol,1/30/2022,Hujan,2300
2370,Buncis,1/30/2022,Hujan,1900
2371,Sawi Putih,1/31/2022,Hujan,1800
2372,Cabe Chilli,1/31/2022,Hujan,19500
2373,Cabe Kriting,1/31/2022,Hujan,33300
2374,Cabe Rawit,1/31/2022,Hujan,38000
2375,Kol,1/31/2022,Hujan,2000
2376,Buncis,1/31/2022,Hujan,6100
2377,Sawi Putih,2/1/2022,Hujan,900
2378,Cabe Chilli,2/1/2022,Hujan,16200
2379,Cabe Kriting,2/1/2022,Hujan,22600
2380,Cabe Rawit,2/1/2022,Hujan,33600
2381,Kol,2/1/2022,Hujan,3000
2382,Buncis,2/1/2022,Hujan,2400
2383,Sawi Putih,2/2/2022,Hujan,3500
2384,Cabe Chilli,2/2/2022,Hujan,21000
2385,Cabe Kriting,2/2/2022,Hujan,33500
2386,Cabe Rawit,2/2/2022,Hujan,38400
2387,Kol,2/2/2022,Hujan,3900
2388,Buncis,2/2/2022,Hujan,2300
2389,Sawi Putih,2/3/2022,Hujan,1500
2390,Cabe Chilli,2/3/2022,Hujan,16000
2391,Cabe Kriting,2/3/2022,Hujan,22600
2392,Cabe Rawit,2/3/2022,Hujan,46100
2393,Kol,2/3/2022,Hujan,2600
2394,Buncis,2/3/2022,Hujan,4900
2395,Sawi Putih,2/4/2022,Hujan,3100
2396,Cabe Chilli,2/4/2022,Hujan,20400
2397,Cabe Kriting,2/4/2022,Hujan,22300
2398,Cabe Rawit,2/4/2022,Hujan,43000
2399,Kol,2/4/2022,Hujan,4800
2400,Buncis,2/4/2022,Hujan,2100
2401,Sawi Putih,2/5/2022,Hujan,3200
2402,Cabe Chilli,2/5/2022,Hujan,18100
2403,Cabe Kriting,2/5/2022,Hujan,28800
2404,Cabe Rawit,2/5/2022,Hujan,43500
2405,Kol,2/5/2022,Hujan,6400
2406,Buncis,2/5/2022,Hujan,4300
2407,Sawi Putih,2/6/2022,Hujan,3300
2408,Cabe Chilli,2/6/2022,Hujan,16000
2409,Cabe Kriting,2/6/2022,Hujan,23700
2410,Cabe Rawit,2/6/2022,Hujan,31700
2411,Kol,2/6/2022,Hujan,3900
2412,Buncis,2/6/2022,Hujan,5400
2413,Sawi Putih,2/7/2022,Hujan,500
2414,Cabe Chilli,2/7/2022,Hujan,17600
2415,Cabe Kriting,2/7/2022,Hujan,29400
2416,Cabe Rawit,2/7/2022,Hujan,31300
2417,Kol,2/7/2022,Hujan,3400
2418,Buncis,2/7/2022,Hujan,4400
2419,Sawi Putih,2/8/2022,Hujan,1600
2420,Cabe Chilli,2/8/2022,Hujan,17300
2421,Cabe Kriting,2/8/2022,Hujan,29800
2422,Cabe Rawit,2/8/2022,Hujan,43700
2423,Kol,2/8/2022,Hujan,6700
2424,Buncis,2/8/2022,Hujan,2300
2425,Sawi Putih,2/9/2022,Hujan,3700
2426,Cabe Chilli,2/9/2022,Hujan,15300
2427,Cabe Kriting,2/9/2022,Hujan,24500
2428,Cabe Rawit,2/9/2022,Hujan,39200
2429,Kol,2/9/2022,Hujan,6900
2430,Buncis,2/9/2022,Hujan,4200
2431,Sawi Putih,2/10/2022,Hujan,600
2432,Cabe Chilli,2/10/2022,Hujan,17900
2433,Cabe Kriting,2/10/2022,Hujan,27200
2434,Cabe Rawit,2/10/2022,Hujan,45000
2435,Kol,2/10/2022,Hujan,2000
2436,Buncis,2/10/2022,Hujan,2800
2437,Sawi Putih,2/11/2022,Hujan,1600
2438,Cabe Chilli,2/11/2022,Hujan,15900
2439,Cabe Kriting,2/11/2022,Hujan,27300
2440,Cabe Rawit,2/11/2022,Hujan,34700
2441,Kol,2/11/2022,Hujan,5600
2442,Buncis,2/11/2022,Hujan,5200
2443,Sawi Putih,2/12/2022,Hujan,3600
2444,Cabe Chilli,2/12/2022,Hujan,18400
2445,Cabe Kriting,2/12/2022,Hujan,23100
2446,Cabe Rawit,2/12/2022,Hujan,30600
2447,Kol,2/12/2022,Hujan,4000
2448,Buncis,2/12/2022,Hujan,1800
2449,Sawi Putih,2/13/2022,Hujan,500
2450,Cabe Chilli,2/13/2022,Hujan,21100
2451,Cabe Kriting,2/13/2022,Hujan,29500
2452,Cabe Rawit,2/13/2022,Hujan,39100
2453,Kol,2/13/2022,Hujan,5200
2454,Buncis,2/13/2022,Hujan,3600
2455,Sawi Putih,2/14/2022,Hujan,2600
2456,Cabe Chilli,2/14/2022,Hujan,18100
2457,Cabe Kriting,2/14/2022,Hujan,21100
2458,Cabe Rawit,2/14/2022,Hujan,29000
2459,Kol,2/14/2022,Hujan,3700
2460,Buncis,2/14/2022,Hujan,2600
2461,Sawi Putih,2/15/2022,Hujan,3600
2462,Cabe Chilli,2/15/2022,Hujan,16300
2463,Cabe Kriting,2/15/2022,Hujan,28700
2464,Cabe Rawit,2/15/2022,Hujan,29300
2465,Kol,2/15/2022,Hujan,6100
2466,Buncis,2/15/2022,Hujan,2700
2467,Sawi Putih,2/16/2022,Hujan,700
2468,Cabe Chilli,2/16/2022,Hujan,19300
2469,Cabe Kriting,2/16/2022,Hujan,22400
2470,Cabe Rawit,2/16/2022,Hujan,39400
2471,Kol,2/16/2022,Hujan,4800
2472,Buncis,2/16/2022,Hujan,3800
2473,Sawi Putih,2/17/2022,Hujan,1700
2474,Cabe Chilli,2/17/2022,Hujan,16400
2475,Cabe Kriting,2/17/2022,Hujan,24500
2476,Cabe Rawit,2/17/2022,Hujan,38100
2477,Kol,2/17/2022,Hujan,1800
2478,Buncis,2/17/2022,Hujan,5600
2479,Sawi Putih,2/18/2022,Hujan,2900
2480,Cabe Chilli,2/18/2022,Hujan,18100
2481,Cabe Kriting,2/18/2022,Hujan,28800
2482,Cabe Rawit,2/18/2022,Hujan,34000
2483,Kol,2/18/2022,Hujan,4800
2484,Buncis,2/18/2022,Hujan,3000
2485,Sawi Putih,2/19/2022,Hujan,2200
2486,Cabe Chilli,2/19/2022,Hujan,19800
2487,Cabe Kriting,2/19/2022,Hujan,21400
2488,Cabe Rawit,2/19/2022,Hujan,33900
2489,Kol,2/19/2022,Hujan,3400
2490,Buncis,2/19/2022,Hujan,3700
2491,Sawi Putih,2/20/2022,Hujan,2400
2492,Cabe Chilli,2/20/2022,Hujan,16100
2493,Cabe Kriting,2/20/2022,Hujan,26000
2494,Cabe Rawit,2/20/2022,Hujan,32300
2495,Kol,2/20/2022,Hujan,1800
2496,Buncis,2/20/2022,Hujan,2600
2497,Sawi Putih,2/21/2022,Hujan,2800
2498,Cabe Chilli,2/21/2022,Hujan,15200
2499,Cabe Kriting,2/21/2022,Hujan,32000
2500,Cabe Rawit,2/21/2022,Hujan,33600
2501,Kol,2/21/2022,Hujan,5700
2502,Buncis,2/21/2022,Hujan,6500
2503,Sawi Putih,2/22/2022,Hujan,2100
2504,Cabe Chilli,2/22/2022,Hujan,15700
2505,Cabe Kriting,2/22/2022,Hujan,25700
2506,Cabe Rawit,2/22/2022,Hujan,36600
2507,Kol,2/22/2022,Hujan,2300
2508,Buncis,2/22/2022,Hujan,2500
2509,Sawi Putih,2/23/2022,Hujan,1000
2510,Cabe Chilli,2/23/2022,Hujan,18300
2511,Cabe Kriting,2/23/2022,Hujan,24300
2512,Cabe Rawit,2/23/2022,Hujan,41300
2513,Kol,2/23/2022,Hujan,2800
2514,Buncis,2/23/2022,Hujan,4800
2515,Sawi Putih,2/24/2022,Hujan,600
2516,Cabe Chilli,2/24/2022,Hujan,17300
2517,Cabe Kriting,2/24/2022,Hujan,28800
2518,Cabe Rawit,2/24/2022,Hujan,27100
2519,Kol,2/24/2022,Hujan,6200
2520,Buncis,2/24/2022,Hujan,3400
2521,Sawi Putih,2/25/2022,Hujan,4500
2522,Cabe Chilli,2/25/2022,Hujan,19100
2523,Cabe Kriting,2/25/2022,Hujan,24200
2524,Cabe Rawit,2/25/2022,Hujan,41800
2525,Kol,2/25/2022,Hujan,3500
2526,Buncis,2/25/2022,Hujan,6100
2527,Sawi Putih,2/26/2022,Hujan,1800
2528,Cabe Chilli,2/26/2022,Hujan,22300
2529,Cabe Kriting,2/26/2022,Hujan,24900
2530,Cabe Rawit,2/26/2022,Hujan,32400
2531,Kol,2/26/2022,Hujan,4000
2532,Buncis,2/26/2022,Hujan,5500
2533,Sawi Putih,2/27/2022,Hujan,3800
2534,Cabe Chilli,2/27/2022,Hujan,19300
2535,Cabe Kriting,2/27/2022,Hujan,27000
2536,Cabe Rawit,2/27/2022,Hujan,44300
2537,Kol,2/27/2022,Hujan,2800
2538,Buncis,2/27/2022,Hujan,1900
2539,Sawi Putih,2/28/2022,Hujan,3300
2540,Cabe Chilli,2/28/2022,Hujan,21800
2541,Cabe Kriting,2/28/2022,Hujan,21700
2542,Cabe Rawit,2/28/2022,Hujan,30700
2543,Kol,2/28/2022,Hujan,5000
2544,Buncis,2/28/2022,Hujan,6700
2545,Sawi Putih,3/1/2022,Hujan,4300
2546,Cabe Chilli,3/1/2022,Hujan,18500
2547,Cabe Kriting,3/1/2022,Hujan,23900
2548,Cabe Rawit,3/1/2022,Hujan,32400
2549,Kol,3/1/2022,Hujan,4800
2550,Buncis,3/1/2022,Hujan,5800
2551,Sawi Putih,3/2/2022,Hujan,800
2552,Cabe Chilli,3/2/2022,Hujan,14700
2553,Cabe Kriting,3/2/2022,Hujan,27000
2554,Cabe Rawit,3/2/2022,Hujan,27900
2555,Kol,3/2/2022,Hujan,3000
2556,Buncis,3/2/2022,Hujan,6500
2557,Sawi Putih,3/3/2022,Hujan,2600
2558,Cabe Chilli,3/3/2022,Hujan,20100
2559,Cabe Kriting,3/3/2022,Hujan,23400
2560,Cabe Rawit,3/3/2022,Hujan,39000
2561,Kol,3/3/2022,Hujan,3900
2562,Buncis,3/3/2022,Hujan,3700
2563,Sawi Putih,3/4/2022,Hujan,2800
2564,Cabe Chilli,3/4/2022,Hujan,19900
2565,Cabe Kriting,3/4/2022,Hujan,20800
2566,Cabe Rawit,3/4/2022,Hujan,37000
2567,Kol,3/4/2022,Hujan,4100
2568,Buncis,3/4/2022,Hujan,2200
2569,Sawi Putih,3/5/2022,Hujan,3600
2570,Cabe Chilli,3/5/2022,Hujan,15400
2571,Cabe Kriting,3/5/2022,Hujan,24300
2572,Cabe Rawit,3/5/2022,Hujan,35700
2573,Kol,3/5/2022,Hujan,5200
2574,Buncis,3/5/2022,Hujan,5600
2575,Sawi Putih,3/6/2022,Hujan,2900
2576,Cabe Chilli,3/6/2022,Hujan,17300
2577,Cabe Kriting,3/6/2022,Hujan,26600
2578,Cabe Rawit,3/6/2022,Hujan,36800
2579,Kol,3/6/2022,Hujan,2500
2580,Buncis,3/6/2022,Hujan,5000
2581,Sawi Putih,3/7/2022,Hujan,2100
2582,Cabe Chilli,3/7/2022,Hujan,16700
2583,Cabe Kriting,3/7/2022,Hujan,24200
2584,Cabe Rawit,3/7/2022,Hujan,41500
2585,Kol,3/7/2022,Hujan,6400
2586,Buncis,3/7/2022,Hujan,6100
2587,Sawi Putih,3/8/2022,Hujan,3200
2588,Cabe Chilli,3/8/2022,Hujan,15800
2589,Cabe Kriting,3/8/2022,Hujan,25100
2590,Cabe Rawit,3/8/2022,Hujan,32900
2591,Kol,3/8/2022,Hujan,5700
2592,Buncis,3/8/2022,Hujan,4400
2593,Sawi Putih,3/9/2022,Hujan,2800
2594,Cabe Chilli,3/9/2022,Hujan,22700
2595,Cabe Kriting,3/9/2022,Hujan,22200
2596,Cabe Rawit,3/9/2022,Hujan,39500
2597,Kol,3/9/2022,Hujan,6000
2598,Buncis,3/9/2022,Hujan,2100
2599,Sawi Putih,3/10/2022,Hujan,3800
2600,Cabe Chilli,3/10/2022,Hujan,17600
2601,Cabe Kriting,3/10/2022,Hujan,25400
2602,Cabe Rawit,3/10/2022,Hujan,31300
2603,Kol,3/10/2022,Hujan,4900
2604,Buncis,3/10/2022,Hujan,2100
2605,Sawi Putih,3/11/2022,Hujan,4100
2606,Cabe Chilli,3/11/2022,Hujan,19600
2607,Cabe Kriting,3/11/2022,Hujan,26400
2608,Cabe Rawit,3/11/2022,Hujan,33000
2609,Kol,3/11/2022,Hujan,2200
2610,Buncis,3/11/2022,Hujan,2200
2611,Sawi Putih,3/12/2022,Hujan,3300
2612,Cabe Chilli,3/12/2022,Hujan,14600
2613,Cabe Kriting,3/12/2022,Hujan,26800
2614,Cabe Rawit,3/12/2022,Hujan,39000
2615,Kol,3/12/2022,Hujan,2500
2616,Buncis,3/12/2022,Hujan,2600
2617,Sawi Putih,3/13/2022,Hujan,900
2618,Cabe Chilli,3/13/2022,Hujan,18100
2619,Cabe Kriting,3/13/2022,Hujan,17700
2620,Cabe Rawit,3/13/2022,Hujan,37200
2621,Kol,3/13/2022,Hujan,5900
2622,Buncis,3/13/2022,Hujan,4900
2623,Sawi Putih,3/14/2022,Hujan,1600
2624,Cabe Chilli,3/14/2022,Hujan,18600
2625,Cabe Kriting,3/14/2022,Hujan,25200
2626,Cabe Rawit,3/14/2022,Hujan,34000
2627,Kol,3/14/2022,Hujan,7200
2628,Buncis,3/14/2022,Hujan,4400
2629,Sawi Putih,3/15/2022,Hujan,3800
2630,Cabe Chilli,3/15/2022,Hujan,17900
2631,Cabe Kriting,3/15/2022,Hujan,22500
2632,Cabe Rawit,3/15/2022,Hujan,41600
2633,Kol,3/15/2022,Hujan,3000
2634,Buncis,3/15/2022,Hujan,3200
2635,Sawi Putih,3/16/2022,Hujan,900
2636,Cabe Chilli,3/16/2022,Hujan,20100
2637,Cabe Kriting,3/16/2022,Hujan,29300
2638,Cabe Rawit,3/16/2022,Hujan,43000
2639,Kol,3/16/2022,Hujan,4700
2640,Buncis,3/16/2022,Hujan,3900
2641,Sawi Putih,3/17/2022,Hujan,2400
2642,Cabe Chilli,3/17/2022,Hujan,16400
2643,Cabe Kriting,3/17/2022,Hujan,27700
2644,Cabe Rawit,3/17/2022,Hujan,33100
2645,Kol,3/17/2022,Hujan,4300
2646,Buncis,3/17/2022,Hujan,3500
2647,Sawi Putih,3/18/2022,Hujan,2800
2648,Cabe Chilli,3/18/2022,Hujan,16300
2649,Cabe Kriting,3/18/2022,Hujan,27200
2650,Cabe Rawit,3/18/2022,Hujan,29900
2651,Kol,3/18/2022,Hujan,5100
2652,Buncis,3/18/2022,Hujan,4500
2653,Sawi Putih,3/19/2022,Hujan,1700
2654,Cabe Chilli,3/19/2022,Hujan,18000
2655,Cabe Kriting,3/19/2022,Hujan,22200
2656,Cabe Rawit,3/19/2022,Hujan,39500
2657,Kol,3/19/2022,Hujan,2000
2658,Buncis,3/19/2022,Hujan,4200
2659,Sawi Putih,3/20/2022,Hujan,3200
2660,Cabe Chilli,3/20/2022,Hujan,21500
2661,Cabe Kriting,3/20/2022,Hujan,21900
2662,Cabe Rawit,3/20/2022,Hujan,29400
2663,Kol,3/20/2022,Hujan,5900
2664,Buncis,3/20/2022,Hujan,4600
2665,Sawi Putih,3/21/2022,Hujan,1300
2666,Cabe Chilli,3/21/2022,Hujan,13600
2667,Cabe Kriting,3/21/2022,Hujan,20400
2668,Cabe Rawit,3/21/2022,Hujan,31300
2669,Kol,3/21/2022,Hujan,6700
2670,Buncis,3/21/2022,Hujan,5100
2671,Sawi Putih,3/22/2022,Hujan,2200
2672,Cabe Chilli,3/22/2022,Hujan,16700
2673,Cabe Kriting,3/22/2022,Hujan,21900
2674,Cabe Rawit,3/22/2022,Hujan,44300
2675,Kol,3/22/2022,Hujan,3300
2676,Buncis,3/22/2022,Hujan,6000
2677,Sawi Putih,3/23/2022,Hujan,3000
2678,Cabe Chilli,3/23/2022,Hujan,20300
2679,Cabe Kriting,3/23/2022,Hujan,28200
2680,Cabe Rawit,3/23/2022,Hujan,34800
2681,Kol,3/23/2022,Hujan,6100
2682,Buncis,3/23/2022,Hujan,3500
2683,Sawi Putih,3/24/2022,Hujan,3200
2684,Cabe Chilli,3/24/2022,Hujan,14600
2685,Cabe Kriting,3/24/2022,Hujan,24900
2686,Cabe Rawit,3/24/2022,Hujan,44200
2687,Kol,3/24/2022,Hujan,2600
2688,Buncis,3/24/2022,Hujan,5900
2689,Sawi Putih,3/25/2022,Hujan,1200
2690,Cabe Chilli,3/25/2022,Hujan,18600
2691,Cabe Kriting,3/25/2022,Hujan,24500
2692,Cabe Rawit,3/25/2022,Hujan,33900
2693,Kol,3/25/2022,Hujan,2900
