Id,Jenis Sayuran,Harga Sayuran per KG,Tanggal Harga,Musim,Harga Pasar
1922,Cabe Rawit,67786,2021-10-02,Kemarau,74613.49956953444
1923,Kol,7692,2021-10-02,Kemarau,8591.594351807818
1924,Buncis,6335,2021-10-02,Kemarau,6981.149051710554
1925,Tomat,9145,2021-10-02,Kemarau,10180.87808611382
1926,Sawi Putih,4139,2021-10-03,Kemarau,4666.594621839689
1927,Cabe Chilli,28229,2021-10-03,Kemarau,31679.611977021636
1928,Cabe Kriting,36802,2021-10-03,Kemarau,41205.69836521197
1929,Cabe Rawit,90648,2021-10-03,Kemarau,100746.43222276832
1930,Kol,6502,2021-10-03,Kemarau,7384.564545315011
1931,Buncis,6753,2021-10-03,Kemarau,7487.074398591777
1932,Tomat,1083,2021-10-03,Kemarau,1243.8704505658043
1933,Sawi Putih,1167,2021-10-04,Kemarau,1295.1031730526238
1934,Cabe Chilli,67374,2021-10-04,Kemarau,77324.55187183515
1935,Cabe Kriting,38077,2021-10-04,Kemarau,42933.58286337263
1936,Cabe Rawit,56413,2021-10-04,Kemarau,64112.43357081381
1937,Kol,3181,2021-10-04,Kemarau,3547.6712876474267
1938,Buncis,6613,2021-10-04,Kemarau,7376.197789002088
1939,Tomat,5789,2021-10-04,Kemarau,6502.040312133978
1940,Sawi Putih,518,2021-10-05,Kemarau,569.9465593077167
1941,Cabe Chilli,44902,2021-10-05,Kemarau,50765.05284986587
1942,Cabe Kriting,60202,2021-10-05,Kemarau,66703.33867674503
1943,Cabe Rawit,42696,2021-10-05,Kemarau,48987.77938587279
1944,Kol,5154,2021-10-05,Kemarau,5669.66137622193
1945,Buncis,6843,2021-10-05,Kemarau,7625.43814598565
1946,Tomat,9686,2021-10-05,Kemarau,10817.646371144841
1947,Sawi Putih,4929,2021-10-06,Kemarau,5461.150439579894
1948,Cabe Chilli,76219,2021-10-06,Kemarau,86805.86011936897
1949,Cabe Kriting,36871,2021-10-06,Kemarau,41500.357046229175
1950,Cabe Rawit,71935,2021-10-06,Kemarau,79919.91438699125
1951,Kol,5873,2021-10-06,Kemarau,6627.086267599906
1952,Buncis,2931,2021-10-06,Kemarau,3242.170562755373
1953,Tomat,4593,2021-10-06,Kemarau,5087.916223562951
1954,Sawi Putih,3769,2021-10-07,Kemarau,4276.124926845178
1955,Cabe Chilli,50153,2021-10-07,Kemarau,56924.35068213224
1956,Cabe Kriting,51709,2021-10-07,Kemarau,57294.13698886401
1957,Cabe Rawit,39236,2021-10-07,Kemarau,44900.89153272436
1958,Kol,7906,2021-10-07,Kemarau,9026.062813353514
1959,Buncis,7094,2021-10-07,Kemarau,7959.981210193419
1960,Tomat,9701,2021-10-07,Kemarau,10828.77272426439
1961,Sawi Putih,3131,2021-10-08,Kemarau,3562.256979262714
1962,Cabe Chilli,45362,2021-10-08,Kemarau,51239.331044258535
1963,Cabe Kriting,79413,2021-10-08,Kemarau,90451.8483483744
1964,Cabe Rawit,89496,2021-10-08,Kemarau,99635.70715011797
1965,Kol,4026,2021-10-08,Kemarau,4459.46439244872
1966,Buncis,2674,2021-10-08,Kemarau,3062.8949783700245
1967,Tomat,6880,2021-10-08,Kemarau,7656.894231887582
1968,Sawi Putih,1040,2021-10-09,Kemarau,1176.5040562924573
1969,Cabe Chilli,66766,2021-10-09,Kemarau,74124.08665787266
1970,Cabe Kriting,41769,2021-10-09,Kemarau,47520.686240694566
1971,Cabe Rawit,97070,2021-10-09,Kemarau,110965.54723181513
1972,Kol,5307,2021-10-09,Kemarau,5877.274084088573
1973,Buncis,3241,2021-10-09,Kemarau,3725.919628391897
1974,Tomat,6160,2021-10-09,Kemarau,6944.023787083293
1975,Sawi Putih,3886,2021-10-10,Kemarau,4412.547045656385
1976,Cabe Chilli,38857,2021-10-10,Kemarau,43753.34779996993
1977,Cabe Kriting,23365,2021-10-10,Kemarau,26717.289256139757
1978,Cabe Rawit,48973,2021-10-10,Kemarau,55314.009128574675
1979,Kol,3409,2021-10-10,Kemarau,3874.0138940025718
1980,Buncis,4265,2021-10-10,Kemarau,4778.011130499328
1981,Tomat,6239,2021-10-10,Kemarau,6911.6050129823725
1982,Sawi Putih,2895,2021-10-11,Kemarau,3202.8925097021447
1983,Cabe Chilli,31514,2021-10-11,Kemarau,35789.015231636964
1984,Cabe Kriting,45308,2021-10-11,Kemarau,50045.39706988696
1985,Cabe Rawit,83160,2021-10-11,Kemarau,94828.56106569173
1986,Kol,5542,2021-10-11,Kemarau,6296.922695803511
1987,Buncis,3873,2021-10-11,Kemarau,4361.254597713689
1988,Tomat,5113,2021-10-11,Kemarau,5796.936744439264
1989,Sawi Putih,1410,2021-10-12,Kemarau,1560.763732712957
1990,Cabe Chilli,37007,2021-10-12,Kemarau,42379.132543038795
1991,Cabe Kriting,51507,2021-10-12,Kemarau,58382.76762930036
1992,Cabe Rawit,86904,2021-10-12,Kemarau,96554.4561684615
1993,Kol,3388,2021-10-12,Kemarau,3797.063285243699
1994,Buncis,6356,2021-10-12,Kemarau,7209.048207847489
1995,Tomat,4625,2021-10-12,Kemarau,5234.219945147799
1996,Sawi Putih,1394,2021-10-13,Kemarau,1584.3887078120529
1997,Cabe Chilli,73736,2021-10-13,Kemarau,83111.65078776948
1998,Cabe Kriting,50271,2021-10-13,Kemarau,56803.594355875764
1999,Cabe Rawit,89245,2021-10-13,Kemarau,102376.3070888891
2000,Kol,5081,2021-10-13,Kemarau,5655.762840129741
2001,Buncis,4749,2021-10-13,Kemarau,5348.946803492134
2002,Tomat,3246,2021-10-13,Kemarau,3695.2773601353433
2003,Sawi Putih,2366,2021-10-14,Kemarau,2612.9804296750744
2004,Cabe Chilli,28739,2021-10-14,Kemarau,33007.33174868009
2005,Cabe Kriting,62907,2021-10-14,Kemarau,71553.47058922831
2006,Cabe Rawit,66134,2021-10-14,Kemarau,74799.00944203464
2007,Kol,3310,2021-10-14,Kemarau,3776.3989382572063
2008,Buncis,5200,2021-10-14,Kemarau,5751.688590650959
2009,Tomat,6661,2021-10-14,Kemarau,7532.369245500851
2010,Sawi Putih,2567,2021-10-15,Kemarau,2898.471336970312
2011,Cabe Chilli,45235,2021-10-15,Kemarau,51593.3807120782
2012,Cabe Kriting,73518,2021-10-15,Kemarau,83771.7346882806
2013,Cabe Rawit,82598,2021-10-15,Kemarau,92505.12458541668
2014,Kol,7081,2021-10-15,Kemarau,7989.5517926036055
2015,Buncis,5755,2021-10-15,Kemarau,6497.408983247956
2016,Tomat,8519,2021-10-15,Kemarau,9554.71482020109
2017,Sawi Putih,4613,2021-10-16,Kemarau,5231.948571402964
2018,Cabe Chilli,65464,2021-10-16,Kemarau,73768.1344400767
2019,Cabe Kriting,42747,2021-10-16,Kemarau,47194.059852498
2020,Cabe Rawit,93693,2021-10-16,Kemarau,107141.72614640818
2021,Kol,6590,2021-10-16,Kemarau,7249.196436602549
2022,Buncis,6775,2021-10-16,Kemarau,7553.809834394364
2023,Tomat,4527,2021-10-16,Kemarau,4993.0486220764815
2024,Sawi Putih,4131,2021-10-17,Kemarau,4636.85501429453
2025,Cabe Chilli,41799,2021-10-17,Kemarau,46301.67197954452
2026,Cabe Kriting,75615,2021-10-17,Kemarau,86895.52504834684
2027,Cabe Rawit,60879,2021-10-17,Kemarau,69500.31142677269
2028,Kol,3895,2021-10-17,Kemarau,4326.186578271804
2029,Buncis,2085,2021-10-17,Kemarau,2323.567146124348
2030,Tomat,3066,2021-10-17,Kemarau,3467.002859416782
2031,Sawi Putih,4883,2021-10-18,Kemarau,5472.335922978618
2032,Cabe Chilli,79876,2021-10-18,Kemarau,88440.7896107029
2033,Cabe Kriting,61236,2021-10-18,Kemarau,69206.6048874561
2034,Cabe Rawit,61899,2021-10-18,Kemarau,68156.70712872189
2035,Kol,3558,2021-10-18,Kemarau,4064.2493895101125
2036,Buncis,7879,2021-10-18,Kemarau,8968.240584301471
2037,Tomat,3383,2021-10-18,Kemarau,3827.857862018396
2038,Sawi Putih,4982,2021-10-19,Kemarau,5586.8327846445245
2039,Cabe Chilli,46186,2021-10-19,Kemarau,52727.80395308686
2040,Cabe Kriting,70432,2021-10-19,Kemarau,78233.61422002628
2041,Cabe Rawit,83751,2021-10-19,Kemarau,92359.7118742494
2042,Kol,2953,2021-10-19,Kemarau,3287.802579167498
2043,Buncis,3262,2021-10-19,Kemarau,3688.6183003818655
2044,Tomat,9645,2021-10-19,Kemarau,10828.04198958345
2045,Sawi Putih,3181,2021-10-20,Kemarau,3544.116799659262
2046,Cabe Chilli,22876,2021-10-20,Kemarau,26276.395070240647
2047,Cabe Kriting,31946,2021-10-20,Kemarau,36149.908316760004
2048,Cabe Rawit,47947,2021-10-20,Kemarau,54493.071266433406
2049,Kol,5055,2021-10-20,Kemarau,5624.558647529171
2050,Buncis,4217,2021-10-20,Kemarau,4648.3808470520335
2051,Tomat,9079,2021-10-20,Kemarau,10359.445299609724
2052,Sawi Putih,3990,2021-10-21,Kemarau,4439.3168423487095
2053,Cabe Chilli,56902,2021-10-21,Kemarau,63247.09426522551
2054,Cabe Kriting,78225,2021-10-21,Kemarau,88938.97820470914
2055,Cabe Rawit,28228,2021-10-21,Kemarau,31861.019692733327
2056,Kol,7964,2021-10-21,Kemarau,8765.237027786356
2057,Buncis,3929,2021-10-21,Kemarau,4411.864678123162
2058,Tomat,5776,2021-10-21,Kemarau,6613.665723487822
2059,Sawi Putih,4568,2021-10-22,Kemarau,5252.06190056038
2060,Cabe Chilli,44437,2021-10-22,Kemarau,49022.62300370868
2061,Cabe Kriting,74265,2021-10-22,Kemarau,84782.0800085017
2062,Cabe Rawit,58203,2021-10-22,Kemarau,65212.301725873614
2063,Kol,2648,2021-10-22,Kemarau,2928.3748017299386
2064,Buncis,3590,2021-10-22,Kemarau,4006.1531166511536
2065,Tomat,4755,2021-10-22,Kemarau,5423.4000003879455
2066,Sawi Putih,739,2021-10-23,Kemarau,834.4896176299317
2067,Cabe Chilli,74188,2021-10-23,Kemarau,85283.70137427443
2068,Cabe Kriting,28942,2021-10-23,Kemarau,31968.62433441598
2069,Cabe Rawit,34446,2021-10-23,Kemarau,38499.62128001054
2070,Kol,7136,2021-10-23,Kemarau,7889.110144719419
2071,Buncis,6894,2021-10-23,Kemarau,7800.90699849677
2072,Tomat,9327,2021-10-23,Kemarau,10541.352274174194
2073,Sawi Putih,2039,2021-10-24,Kemarau,2267.457469958867
2074,Cabe Chilli,54748,2021-10-24,Kemarau,60565.19351478692
2075,Cabe Kriting,64585,2021-10-24,Kemarau,72641.63840053146
2076,Cabe Rawit,81122,2021-10-24,Kemarau,92590.13682875218
2077,Kol,6693,2021-10-24,Kemarau,7677.328530860491
2078,Buncis,2813,2021-10-24,Kemarau,3127.6079180343268
2079,Tomat,6449,2021-10-24,Kemarau,7331.004252009525
2080,Sawi Putih,798,2021-10-25,Kemarau,906.150115615878
2081,Cabe Chilli,47102,2021-10-25,Kemarau,53653.57511674312
2082,Cabe Kriting,54083,2021-10-25,Kemarau,60093.986677141715
2083,Cabe Rawit,27507,2021-10-25,Kemarau,30394.741009975096
2084,Kol,4295,2021-10-25,Kemarau,4812.411128554986
2085,Buncis,3770,2021-10-25,Kemarau,4273.335644941942
2086,Tomat,7526,2021-10-25,Kemarau,8323.990035845505
2087,Sawi Putih,1109,2021-10-26,Kemarau,1225.5478959180673
2088,Cabe Chilli,36968,2021-10-26,Kemarau,40931.55576353193
2089,Cabe Kriting,40657,2021-10-26,Kemarau,45978.5771399489
2090,Cabe Rawit,54940,2021-10-26,Kemarau,62097.39376270673
2091,Kol,4263,2021-10-26,Kemarau,4873.169261760653
2092,Buncis,3901,2021-10-26,Kemarau,4304.461518463201
2093,Tomat,3926,2021-10-26,Kemarau,4514.351707725563
2094,Sawi Putih,4454,2021-10-27,Kemarau,5103.208663489689
2095,Cabe Chilli,28346,2021-10-27,Kemarau,32153.933496054695
2096,Cabe Kriting,76870,2021-10-27,Kemarau,87825.74696555326
2097,Cabe Rawit,31272,2021-10-27,Kemarau,34411.039085490964
2098,Kol,7650,2021-10-27,Kemarau,8762.209375507024
2099,Buncis,7271,2021-10-27,Kemarau,8153.156339680747
2100,Tomat,7874,2021-10-27,Kemarau,8783.70913259863
2101,Sawi Putih,3125,2021-10-28,Kemarau,3575.0789401857855
2102,Cabe Chilli,74875,2021-10-28,Kemarau,83516.01291984471
2103,Cabe Kriting,28697,2021-10-28,Kemarau,32756.114917987496
2104,Cabe Rawit,62472,2021-10-28,Kemarau,71820.42569661773
2105,Kol,7390,2021-10-28,Kemarau,8451.58312939342
2106,Buncis,4464,2021-10-28,Kemarau,4911.514668327599
2107,Tomat,9689,2021-10-28,Kemarau,11056.887211945443
2108,Sawi Putih,4229,2021-10-29,Kemarau,4793.077519563754
2109,Cabe Chilli,57680,2021-10-29,Kemarau,65176.116276001856
2110,Cabe Kriting,36182,2021-10-29,Kemarau,40795.16953301686
2111,Cabe Rawit,58450,2021-10-29,Kemarau,66975.18797207659
2112,Kol,5737,2021-10-29,Kemarau,6491.891767446732
2113,Buncis,3045,2021-10-29,Kemarau,3419.606626019969
2114,Tomat,7339,2021-10-29,Kemarau,8399.39300223574
2115,Sawi Putih,4201,2021-10-30,Kemarau,4650.636426677345
2116,Cabe Chilli,58380,2021-10-30,Kemarau,65313.0387084475
2117,Cabe Kriting,75973,2021-10-30,Kemarau,83811.45495738865
2118,Cabe Rawit,63146,2021-10-30,Kemarau,69575.8508074381
2119,Kol,6865,2021-10-30,Kemarau,7824.060194498182
2120,Buncis,2226,2021-10-30,Kemarau,2506.0922106241815
2121,Tomat,8290,2021-10-30,Kemarau,9399.224440596134
2122,Sawi Putih,538,2021-10-31,Kemarau,608.2650805660456
2123,Cabe Chilli,76662,2021-10-31,Kemarau,85495.89729867794
2124,Cabe Kriting,31222,2021-10-31,Kemarau,34867.301652368995
2125,Cabe Rawit,20582,2021-10-31,Kemarau,23418.135307761626
2126,Kol,4166,2021-10-31,Kemarau,4785.928046075198
2127,Buncis,7595,2021-10-31,Kemarau,8672.5704529908
2128,Tomat,9278,2021-10-31,Kemarau,10611.320737487944
2129,Sawi Putih,4867,2021-11-01,Hujan,5533.725786877417
2130,Cabe Chilli,79585,2021-11-01,Hujan,88220.34551699954
2131,Cabe Kriting,57514,2021-11-01,Hujan,63784.05227606442
2132,Cabe Rawit,90704,2021-11-01,Hujan,104185.58847251383
2133,Kol,3092,2021-11-01,Hujan,3464.9464602392068
2134,Buncis,5740,2021-11-01,Hujan,6338.427972855391
2135,Tomat,6796,2021-11-01,Hujan,7756.904676349038
2136,Sawi Putih,2628,2021-11-02,Hujan,2922.3922591870974
2137,Cabe Chilli,50161,2021-11-02,Hujan,56023.29506917731
2138,Cabe Kriting,78699,2021-11-02,Hujan,89208.85618468755
2139,Cabe Rawit,58195,2021-11-02,Hujan,65273.83470881474
2140,Kol,5204,2021-11-02,Hujan,5842.93020928988
2141,Buncis,7118,2021-11-02,Hujan,7909.568396873369
2142,Tomat,1181,2021-11-02,Hujan,1336.215997498503
2143,Sawi Putih,2827,2021-11-03,Hujan,3210.671325811889
2144,Cabe Chilli,52917,2021-11-03,Hujan,60618.03760623859
2145,Cabe Kriting,34664,2021-11-03,Hujan,39134.73351615839
2146,Cabe Rawit,55029,2021-11-03,Hujan,62966.96506000556
2147,Kol,4969,2021-11-03,Hujan,5682.19608128117
2148,Buncis,7111,2021-11-03,Hujan,8130.7646716763475
2149,Tomat,2716,2021-11-03,Hujan,3095.810413515502
2150,Sawi Putih,2854,2021-11-04,Hujan,3141.4490991537173
2151,Cabe Chilli,20422,2021-11-04,Hujan,23428.736133861905
2152,Cabe Kriting,77381,2021-11-04,Hujan,88833.28159232016
2153,Cabe Rawit,30866,2021-11-04,Hujan,34034.70630600335
2154,Kol,2899,2021-11-04,Hujan,3317.8235975463404
2155,Buncis,2082,2021-11-04,Hujan,2372.761683782057
2156,Tomat,8052,2021-11-04,Hujan,8926.715328090384
2157,Sawi Putih,4609,2021-11-05,Hujan,5150.388284788093
2158,Cabe Chilli,53326,2021-11-05,Hujan,58819.73462305224
2159,Cabe Kriting,53048,2021-11-05,Hujan,58482.25590526281
2160,Cabe Rawit,67690,2021-11-05,Hujan,77597.71202150194
2161,Kol,5619,2021-11-05,Hujan,6410.3953243188525
2162,Buncis,6476,2021-11-05,Hujan,7217.998312945975
2163,Tomat,6838,2021-11-05,Hujan,7629.298269208004
2164,Sawi Putih,2609,2021-11-06,Hujan,2916.6405615412064
2165,Cabe Chilli,76922,2021-11-06,Hujan,85141.28886564818
2166,Cabe Kriting,26697,2021-11-06,Hujan,29496.32504772502
2167,Cabe Rawit,32454,2021-11-06,Hujan,36760.35455158662
2168,Kol,3313,2021-11-06,Hujan,3719.6211064862973
2169,Buncis,6019,2021-11-06,Hujan,6853.769658674103
2170,Tomat,9799,2021-11-06,Hujan,11141.781645928228
2171,Sawi Putih,2140,2021-11-07,Hujan,2408.8831102130225
2172,Cabe Chilli,45343,2021-11-07,Hujan,50763.205722476974
2173,Cabe Kriting,78648,2021-11-07,Hujan,88841.90565323505
2174,Cabe Rawit,52377,2021-11-07,Hujan,58016.26686009892
2175,Kol,4824,2021-11-07,Hujan,5536.7798884278
2176,Buncis,4864,2021-11-07,Hujan,5366.8841323983725
2177,Tomat,2239,2021-11-07,Hujan,2541.932557172605
2178,Sawi Putih,2722,2021-11-08,Hujan,3093.63144302778
2179,Cabe Chilli,39348,2021-11-08,Hujan,45033.82278490848
2180,Cabe Kriting,56634,2021-11-08,Hujan,63778.906984299014
2181,Cabe Rawit,59490,2021-11-08,Hujan,67823.70653595505
2182,Kol,5818,2021-11-08,Hujan,6646.766203719911
2183,Buncis,7374,2021-11-08,Hujan,8294.751957913357
2184,Tomat,7650,2021-11-08,Hujan,8561.863176544759
2185,Sawi Putih,1920,2021-11-09,Hujan,2121.8181492976123
2186,Cabe Chilli,32739,2021-11-09,Hujan,37547.66856454404
2187,Cabe Kriting,26118,2021-11-09,Hujan,29194.891517211134
2188,Cabe Rawit,77632,2021-11-09,Hujan,86686.77718634461
2189,Kol,4523,2021-11-09,Hujan,5094.913119075847
2190,Buncis,5054,2021-11-09,Hujan,5705.609070839852
2191,Tomat,1757,2021-11-09,Hujan,1972.189681357178
2192,Sawi Putih,2288,2021-11-10,Hujan,2627.1986760209293
2193,Cabe Chilli,26963,2021-11-10,Hujan,30708.13679806557
2194,Cabe Kriting,44173,2021-11-10,Hujan,50294.37746699494
2195,Cabe Rawit,86775,2021-11-10,Hujan,98518.4788358258
2196,Kol,7135,2021-11-10,Hujan,7930.641250132947
2197,Buncis,4334,2021-11-10,Hujan,4938.105668849049
2198,Tomat,2915,2021-11-10,Hujan,3331.207200363826
2199,Sawi Putih,3184,2021-11-11,Hujan,3504.381424335514
2200,Cabe Chilli,45326,2021-11-11,Hujan,50905.43022848902
2201,Cabe Kriting,36279,2021-11-11,Hujan,41410.19167694505
2202,Cabe Rawit,96792,2021-11-11,Hujan,108366.80533669236
2203,Kol,5883,2021-11-11,Hujan,6697.468972180152
2204,Buncis,4394,2021-11-11,Hujan,4888.534227613537
2205,Tomat,4052,2021-11-11,Hujan,4461.390049651071
2206,Sawi Putih,2159,2021-11-12,Hujan,2466.323688608875
2207,Cabe Chilli,78647,2021-11-12,Hujan,89270.72189097032
2208,Cabe Kriting,24655,2021-11-12,Hujan,28094.20362600948
2209,Cabe Rawit,39520,2021-11-12,Hujan,44169.9854914275
2210,Kol,7902,2021-11-12,Hujan,9062.611811808629
2211,Buncis,2590,2021-11-12,Hujan,2899.001327260604
2212,Tomat,1500,2021-11-12,Hujan,1721.17874059738
2213,Sawi Putih,962,2021-11-13,Hujan,1068.2068001849702
2214,Cabe Chilli,38823,2021-11-13,Hujan,42822.07357736027
2215,Cabe Kriting,20561,2021-11-13,Hujan,23520.775419501013
2216,Cabe Rawit,41350,2021-11-13,Hujan,47450.238875738534
2217,Kol,5129,2021-11-13,Hujan,5841.184915151312
2218,Buncis,2220,2021-11-13,Hujan,2549.474380428857
2219,Tomat,5043,2021-11-13,Hujan,5740.242557914447
2220,Sawi Putih,2707,2021-11-14,Hujan,3054.921676439222
2221,Cabe Chilli,25629,2021-11-14,Hujan,28990.401318323846
2222,Cabe Kriting,48743,2021-11-14,Hujan,53881.2891583989
2223,Cabe Rawit,41018,2021-11-14,Hujan,47105.29783514896
2224,Kol,5469,2021-11-14,Hujan,6147.991804154177
2225,Buncis,4278,2021-11-14,Hujan,4796.905868674866
2226,Tomat,9579,2021-11-14,Hujan,10688.450673750856
2227,Sawi Putih,1764,2021-11-15,Hujan,1997.2087461412611
2228,Cabe Chilli,50016,2021-11-15,Hujan,56317.801010029194
2229,Cabe Kriting,50020,2021-11-15,Hujan,55291.97537928434
2230,Cabe Rawit,79662,2021-11-15,Hujan,89641.28954792372
2231,Kol,5826,2021-11-15,Hujan,6560.523546939977
2232,Buncis,7479,2021-11-15,Hujan,8333.589707659967
2233,Tomat,4851,2021-11-15,Hujan,5407.580308772131
2234,Sawi Putih,4493,2021-11-16,Hujan,5059.793670987532
2235,Cabe Chilli,62699,2021-11-16,Hujan,70775.15990884155
2236,Cabe Kriting,38850,2021-11-16,Hujan,44083.83968243791
2237,Cabe Rawit,36026,2021-11-16,Hujan,40711.62268889957
2238,Kol,7691,2021-11-16,Hujan,8756.759736304533
2239,Buncis,3286,2021-11-16,Hujan,3767.54611313978
2240,Tomat,8843,2021-11-16,Hujan,10037.05374439898
2241,Sawi Putih,1611,2021-11-17,Hujan,1790.3467228423879
2242,Cabe Chilli,26407,2021-11-17,Hujan,29522.87926523888
2243,Cabe Kriting,49472,2021-11-17,Hujan,56534.07172691536
2244,Cabe Rawit,96086,2021-11-17,Hujan,107423.15333979359
2245,Kol,7394,2021-11-17,Hujan,8210.175773541214
2246,Buncis,7420,2021-11-17,Hujan,8162.547126457138
2247,Tomat,3206,2021-11-17,Hujan,3615.4349306468066
2248,Sawi Putih,1210,2021-11-18,Hujan,1338.8093515226894
2249,Cabe Chilli,44692,2021-11-18,Hujan,50617.59957105714
2250,Cabe Kriting,48840,2021-11-18,Hujan,53758.054002168996
2251,Cabe Rawit,61830,2021-11-18,Hujan,68909.66436737444
2252,Kol,4783,2021-11-18,Hujan,5330.363541092501
2253,Buncis,2684,2021-11-18,Hujan,2993.94429422587
2254,Tomat,8662,2021-11-18,Hujan,9894.43884231134
2255,Sawi Putih,3072,2021-11-19,Hujan,3441.4052583880034
2256,Cabe Chilli,44479,2021-11-19,Hujan,49261.88133193005
2257,Cabe Kriting,56958,2021-11-19,Hujan,63136.812067131425
2258,Cabe Rawit,94398,2021-11-19,Hujan,103849.95467520221
2259,Kol,7054,2021-11-19,Hujan,7853.920809079091
2260,Buncis,2216,2021-11-19,Hujan,2464.4170757566217
2261,Tomat,8170,2021-11-19,Hujan,9103.323592390107
2262,Sawi Putih,768,2021-11-20,Hujan,851.4699406006616
2263,Cabe Chilli,39994,2021-11-20,Hujan,45987.59152861117
2264,Cabe Kriting,50837,2021-11-20,Hujan,56047.23891192029
2265,Cabe Rawit,87381,2021-11-20,Hujan,99406.02619699616
2266,Kol,7390,2021-11-20,Hujan,8267.978613035273
2267,Buncis,7512,2021-11-20,Hujan,8556.26820824949
2268,Tomat,7059,2021-11-20,Hujan,7940.729275795316
2269,Sawi Putih,736,2021-11-21,Hujan,844.5021931748298
2270,Cabe Chilli,62064,2021-11-21,Hujan,71196.18933091886
2271,Cabe Kriting,32323,2021-11-21,Hujan,36252.41853642292
2272,Cabe Rawit,38916,2021-11-21,Hujan,44563.61161668702
2273,Kol,7023,2021-11-21,Hujan,7777.327593478364
2274,Buncis,4788,2021-11-21,Hujan,5338.4637604798845
2275,Tomat,9637,2021-11-21,Hujan,10907.700616346643
2276,Sawi Putih,3995,2021-11-22,Hujan,4558.267111153389
2277,Cabe Chilli,42255,2021-11-22,Hujan,47938.833493510945
2278,Cabe Kriting,42021,2021-11-22,Hujan,48187.11735074252
2279,Cabe Rawit,68441,2021-11-22,Hujan,75657.06613724605
2280,Kol,3575,2021-11-22,Hujan,4080.4240009728865
2281,Buncis,6045,2021-11-22,Hujan,6776.078262713974
2282,Tomat,1776,2021-11-22,Hujan,1985.5917258600728
2283,Sawi Putih,742,2021-11-23,Hujan,842.4336793586457
2284,Cabe Chilli,75005,2021-11-23,Hujan,85715.89700712654
2285,Cabe Kriting,30125,2021-11-23,Hujan,34503.805241133596
2286,Cabe Rawit,95892,2021-11-23,Hujan,106906.40000021862
2287,Kol,6107,2021-11-23,Hujan,6775.416915538072
2288,Buncis,4612,2021-11-23,Hujan,5128.839848303168
2289,Tomat,4028,2021-11-23,Hujan,4565.139349749573
2290,Sawi Putih,4635,2021-11-24,Hujan,5209.763562989835
2291,Cabe Chilli,33266,2021-11-24,Hujan,36909.142049798174
2292,Cabe Kriting,36425,2021-11-24,Hujan,41402.371143182885
2293,Cabe Rawit,42066,2021-11-24,Hujan,47647.82787841359
2294,Kol,2478,2021-11-24,Hujan,2810.845657638382
2295,Buncis,6130,2021-11-24,Hujan,6777.322407790907
2296,Tomat,4136,2021-11-24,Hujan,4680.349449954975
2297,Sawi Putih,1151,2021-11-25,Hujan,1269.3122055394992
2298,Cabe Chilli,51862,2021-11-25,Hujan,58054.886298704594
2299,Cabe Kriting,71052,2021-11-25,Hujan,78881.55749027786
2300,Cabe Rawit,91995,2021-11-25,Hujan,103017.60875643375
2301,Kol,6645,2021-11-25,Hujan,7462.794237442604
2302,Buncis,2789,2021-11-25,Hujan,3144.619173771693
2303,Tomat,4607,2021-11-25,Hujan,5138.478154691468
2304,Sawi Putih,2100,2021-11-26,Hujan,2412.599000643601
2305,Cabe Chilli,68556,2021-11-26,Hujan,75621.16056636581
2306,Cabe Kriting,39783,2021-11-26,Hujan,43787.13714497391
2307,Cabe Rawit,41841,2021-11-26,Hujan,46404.35081941639
2308,Kol,6086,2021-11-26,Hujan,6805.36420586286
2309,Buncis,5741,2021-11-26,Hujan,6515.169241401511
2310,Tomat,2897,2021-11-26,Hujan,3198.097122160977
2311,Sawi Putih,3126,2021-11-27,Hujan,3539.734801154501
2312,Cabe Chilli,39229,2021-11-27,Hujan,44043.101765765496
2313,Cabe Kriting,20405,2021-11-27,Hujan,22594.288524569693
