ID,Jenis Sayuran,Tanggal Harga,Harga Pengepul per Kilogram,Harga Pasar per Kilogram
1850,Cabe Chilli,2021-11-05,21366,22742.409701474357
1851,Cabe Kriting,2021-11-05,41835,45773.76160460376
1852,Cabe Rawit,2021-11-05,47938,51515.056568135435
1853,Kol,2021-11-05,5028,5306.430129337368
1854,Buncis,2021-11-05,3903,4284.1808564147
1855,Sawi Putih,2021-11-06,1531,1611.5342968633024
1856,Cabe Chilli,2021-11-06,58180,61600.007963909135
1857,Cabe Kriting,2021-11-06,26234,28850.544649003532
1858,Cabe Rawit,2021-11-06,65531,70041.65180665262
1859,Kol,2021-11-06,7289,7677.764011329593
1860,Buncis,2021-11-06,5958,6402.741580193215
1861,Sawi Putih,2021-11-07,2809,3064.8752526072635
1862,Cabe Chilli,2021-11-07,25417,27506.669338431533
1863,Cabe Kriting,2021-11-07,51306,56352.45072332958
1864,Cabe Rawit,2021-11-07,67891,73136.9495118576
1865,Kol,2021-11-07,2516,2696.6661625230527
1866,Buncis,2021-11-07,3803,4179.465207261966
1867,Sawi Putih,2021-11-08,1218,1339.282547722092
1868,Cabe Chilli,2021-11-08,54142,58273.81595856543
1869,Cabe Kriting,2021-11-08,68941,74237.45606639948
1870,Cabe Rawit,2021-11-08,43436,46968.903559360726
1871,Kol,2021-11-08,7032,7706.117355404921
1872,Buncis,2021-11-08,5768,6226.653071413103
1873,Sawi Putih,2021-11-09,2297,2419.8168334915545
1874,Cabe Chilli,2021-11-09,74390,78270.03868730448
1875,Cabe Kriting,2021-11-09,33495,35654.10041899868
1876,Cabe Rawit,2021-11-09,73898,79784.89666333058
1877,Kol,2021-11-09,4303,4706.6161841786325
1878,Buncis,2021-11-09,5761,6238.8158135590775
1879,Sawi Putih,2021-11-10,2618,2790.3642562804644
1880,Cabe Chilli,2021-11-10,32022,34700.2536769938
1881,Cabe Kriting,2021-11-10,52338,55653.273456111834
1882,Cabe Rawit,2021-11-10,41544,44469.365381160154
1883,Kol,2021-11-10,5177,5631.423543088719
1884,Buncis,2021-11-10,6293,6898.497531736243
1885,Sawi Putih,2021-11-11,4266,4506.855137893024
1886,Cabe Chilli,2021-11-11,34135,35906.15704835145
1887,Cabe Kriting,2021-11-11,38769,41412.677185313776
1888,Cabe Rawit,2021-11-11,73631,77867.63051070248
1889,Kol,2021-11-11,3881,4257.367258396257
1890,Buncis,2021-11-11,4523,4928.445636034864
1891,Sawi Putih,2021-11-12,3208,3478.796125468559
1892,Cabe Chilli,2021-11-12,24706,26739.727443682496
1893,Cabe Kriting,2021-11-12,67244,70830.00529334054
1894,Cabe Rawit,2021-11-12,62202,65506.93336113438
1895,Kol,2021-11-12,2314,2440.2651304653127
1896,Buncis,2021-11-12,4420,4828.111545089485
1897,Sawi Putih,2021-11-13,509,558.220482577786
1898,Cabe Chilli,2021-11-13,61553,65105.41352629246
1899,Cabe Kriting,2021-11-13,41245,44220.49995274569
1900,Cabe Rawit,2021-11-13,23707,24921.216385324868
1901,Kol,2021-11-13,2066,2268.729049116683
1902,Buncis,2021-11-13,6643,7142.889441776876
1903,Sawi Putih,2021-11-14,2677,2909.967509953042
1904,Cabe Chilli,2021-11-14,33419,35335.548830751366
1905,Cabe Kriting,2021-11-14,76653,83014.99230932264
1906,Cabe Rawit,2021-11-14,21052,22942.58141690745
1907,Kol,2021-11-14,7314,8007.160571813035
1908,Buncis,2021-11-14,4114,4484.518687664735
1909,Sawi Putih,2021-11-15,2108,2290.398250075491
1910,Cabe Chilli,2021-11-15,78383,83840.68383001442
1911,Cabe Kriting,2021-11-15,61400,66491.94402611456
1912,Cabe Rawit,2021-11-15,28432,29856.12864125879
1913,Kol,2021-11-15,7314,7682.93207022258
1914,Buncis,2021-11-15,2098,2228.1027350486374
1915,Sawi Putih,2021-11-16,4655,5063.681984431637
1916,Cabe Chilli,2021-11-16,51166,55931.07460689698
1917,Cabe Kriting,2021-11-16,68452,74494.69491234243
1918,Cabe Rawit,2021-11-16,24404,26052.529826036312
1919,Kol,2021-11-16,6609,7012.52756092257
1920,Buncis,2021-11-16,3291,3577.893309971568
1921,Sawi Putih,2021-11-17,3224,3441.351734376031
1922,Cabe Chilli,2021-11-17,54943,60021.04375575401
1923,Cabe Kriting,2021-11-17,79960,84690.05312697218
1924,Cabe Rawit,2021-11-17,21932,23945.947964682367
1925,Kol,2021-11-17,6182,6579.532068243017
1926,Buncis,2021-11-17,6131,6526.787662123493
1927,Sawi Putih,2021-11-18,2076,2262.8731573860064
1928,Cabe Chilli,2021-11-18,53027,58155.01612099085
1929,Cabe Kriting,2021-11-18,79542,84065.95405459219
1930,Cabe Rawit,2021-11-18,39855,43215.10121873436
1931,Kol,2021-11-18,2525,2774.218328754457
1932,Buncis,2021-11-18,2435,2599.2048949998925
1933,Sawi Putih,2021-11-19,2552,2737.4082306546597
1934,Cabe Chilli,2021-11-19,58696,63147.70146571678
1935,Cabe Kriting,2021-11-19,49112,53657.87586323976
1936,Cabe Rawit,2021-11-19,67672,71514.51570693974
1937,Kol,2021-11-19,3583,3819.9328646634945
1938,Buncis,2021-11-19,6782,7150.418708823883
1939,Sawi Putih,2021-11-20,3828,4053.600894349257
1940,Cabe Chilli,2021-11-20,48059,52332.001686789095
1941,Cabe Kriting,2021-11-20,64955,68629.95961859259
1942,Cabe Rawit,2021-11-20,73256,79025.15652559596
1943,Kol,2021-11-20,6499,6954.217310712151
1944,Buncis,2021-11-20,5981,6483.190276768442
1945,Sawi Putih,2021-11-21,2661,2905.5605102100512
1946,Cabe Chilli,2021-11-21,75504,82108.17638918098
1947,Cabe Kriting,2021-11-21,64135,70453.22358157844
1948,Cabe Rawit,2021-11-21,39205,42124.81482604042
1949,Kol,2021-11-21,5901,6387.4570256626075
1950,Buncis,2021-11-21,3859,4105.114478323955
1951,Sawi Putih,2021-11-22,4514,4756.277211910167
1952,Cabe Chilli,2021-11-22,76086,81964.38809764598
1953,Cabe Kriting,2021-11-22,78159,85326.10360414673
1954,Cabe Rawit,2021-11-22,37614,39974.49543306704
1955,Kol,2021-11-22,6735,7093.001528469211
1956,Buncis,2021-11-22,3889,4116.650944461545
1957,Sawi Putih,2021-11-23,1180,1258.517093993622
1958,Cabe Chilli,2021-11-23,35754,38976.40526356036
1959,Cabe Kriting,2021-11-23,21277,23212.331243015695
1960,Cabe Rawit,2021-11-23,69273,74998.86942782727
1961,Kol,2021-11-23,5384,5872.238054959394
1962,Buncis,2021-11-23,3942,4294.379673969582
1963,Sawi Putih,2021-11-24,2549,2728.1238763441474
1964,Cabe Chilli,2021-11-24,58672,61932.32601977705
1965,Cabe Kriting,2021-11-24,77805,85150.00247482606
1966,Cabe Rawit,2021-11-24,54345,58459.41900558007
1967,Kol,2021-11-24,5889,6395.581857820604
1968,Buncis,2021-11-24,2450,2639.790424843824
1969,Sawi Putih,2021-11-25,2049,2183.276753226715
1970,Cabe Chilli,2021-11-25,71914,77303.26193897263
1971,Cabe Kriting,2021-11-25,57030,62390.838285642865
1972,Cabe Rawit,2021-11-25,53219,58281.93820908432
1973,Kol,2021-11-25,3925,4228.773354922455
1974,Buncis,2021-11-25,7242,7958.678026490307
1975,Sawi Putih,2021-11-26,2571,2774.8501084442933
1976,Cabe Chilli,2021-11-26,69363,75229.49870147511
1977,Cabe Kriting,2021-11-26,31993,33640.68679474724
1978,Cabe Rawit,2021-11-26,27354,29999.71107613072
1979,Kol,2021-11-26,7546,7971.664689591906
1980,Buncis,2021-11-26,6636,7251.810064684175
1981,Sawi Putih,2021-11-27,1753,1897.7109182676193
1982,Cabe Chilli,2021-11-27,47419,50985.0504502247
1983,Cabe Kriting,2021-11-27,72441,78305.20365099669
1984,Cabe Rawit,2021-11-27,67407,71819.78269202657
1985,Kol,2021-11-27,5283,5670.78404726684
1986,Buncis,2021-11-27,6430,6969.079149518216
1987,Sawi Putih,2021-11-28,714,784.6439231336844
1988,Cabe Chilli,2021-11-28,71617,77200.16925474475
1989,Cabe Kriting,2021-11-28,42854,46149.013844431254
1990,Cabe Rawit,2021-11-28,23310,24707.505556553584
1991,Kol,2021-11-28,5923,6322.9042602133595
1992,Buncis,2021-11-28,3972,4207.355860077481
1993,Sawi Putih,2021-11-29,1291,1366.4621080443849
1994,Cabe Chilli,2021-11-29,75002,81680.04359929702
1995,Cabe Kriting,2021-11-29,70346,74422.16093976468
1996,Cabe Rawit,2021-11-29,37955,41496.79674037027
1997,Kol,2021-11-29,3515,3850.4737149504426
1998,Buncis,2021-11-29,4470,4753.740788307545
1999,Sawi Putih,2021-11-30,3309,3609.0816276726414
2000,Cabe Chilli,2021-11-30,27211,28976.744761491656
2001,Cabe Kriting,2021-11-30,60109,63615.03666431323
2002,Cabe Rawit,2021-11-30,50789,54678.7837314802
2003,Kol,2021-11-30,3869,4070.1558263295415
2004,Buncis,2021-11-30,7930,8498.265192644934
2005,Sawi Putih,2021-12-01,2559,2743.324641651456
2006,Cabe Chilli,2021-12-01,64451,70576.88866029936
2007,Cabe Kriting,2021-12-01,49432,53526.98573675058
2008,Cabe Rawit,2021-12-01,42322,44939.31840488171
2009,Kol,2021-12-01,2472,2634.679373691785
2010,Buncis,2021-12-01,6054,6471.564153612471
2011,Sawi Putih,2021-12-02,4061,4461.962311832482
2012,Cabe Chilli,2021-12-02,62153,66379.9382471195
2013,Cabe Kriting,2021-12-02,74335,78826.28312592873
2014,Cabe Rawit,2021-12-02,70560,74886.69844808233
2015,Kol,2021-12-02,6203,6528.13582130463
2016,Buncis,2021-12-02,3332,3643.3048850425193
2017,Sawi Putih,2021-12-03,507,549.1782761062202
2018,Cabe Chilli,2021-12-03,59988,65808.98592608843
2019,Cabe Kriting,2021-12-03,75586,82012.85397732185
2020,Cabe Rawit,2021-12-03,62063,66267.55908516869
2021,Kol,2021-12-03,6396,6742.37802264582
2022,Buncis,2021-12-03,6304,6624.884557863657
2023,Sawi Putih,2021-12-04,1243,1337.6102418320186
2024,Cabe Chilli,2021-12-04,54288,59083.29768502633
2025,Cabe Kriting,2021-12-04,39154,42158.30209852169
2026,Cabe Rawit,2021-12-04,28584,31259.35824004773
2027,Kol,2021-12-04,5155,5505.5368317756265
2028,Buncis,2021-12-04,7333,7991.915838361168
2029,Sawi Putih,2021-12-05,4209,4603.120685387531
2030,Cabe Chilli,2021-12-05,40316,42842.88221955172
2031,Cabe Kriting,2021-12-05,57049,61909.3861253386
2032,Cabe Rawit,2021-12-05,60837,64870.71194028848
2033,Kol,2021-12-05,7305,7672.761033292725
2034,Buncis,2021-12-05,3294,3598.956062462324
2035,Sawi Putih,2021-12-06,4585,5006.49663350147
2036,Cabe Chilli,2021-12-06,50061,53001.774310575085
2037,Cabe Kriting,2021-12-06,69250,74074.26712365821
2038,Cabe Rawit,2021-12-06,56840,62053.11949618023
2039,Kol,2021-12-06,5900,6267.166286210553
2040,Buncis,2021-12-06,2492,2676.334602630126
2041,Sawi Putih,2021-12-07,4141,4542.75175657662
2042,Cabe Chilli,2021-12-07,75010,82095.11654779944
2043,Cabe Kriting,2021-12-07,23546,25384.864863640218
2044,Cabe Rawit,2021-12-07,69642,74664.49331005664
2045,Kol,2021-12-07,6624,7204.828021263435
2046,Buncis,2021-12-07,5291,5800.217809952294
2047,Sawi Putih,2021-12-08,3138,3407.7585467798613
2048,Cabe Chilli,2021-12-08,49327,52230.73418398409
2049,Cabe Kriting,2021-12-08,74520,80950.5872621143
2050,Cabe Rawit,2021-12-08,20103,21468.446657777466
2051,Kol,2021-12-08,7810,8563.592663348794
2052,Buncis,2021-12-08,3897,4130.639644946054
2053,Sawi Putih,2021-12-09,2710,2881.4927560948863
2054,Cabe Chilli,2021-12-09,50306,55007.247494182724
2055,Cabe Kriting,2021-12-09,78120,83383.02313091538
2056,Cabe Rawit,2021-12-09,42029,44244.523254464984
2057,Kol,2021-12-09,4557,4938.027615022829
2058,Buncis,2021-12-09,7757,8214.956053081229
2059,Sawi Putih,2021-12-10,4178,4482.966564544801
2060,Cabe Chilli,2021-12-10,59568,63214.616830777086
2061,Cabe Kriting,2021-12-10,63200,68642.64431915384
2062,Cabe Rawit,2021-12-10,55286,60645.83197770052
2063,Kol,2021-12-10,7966,8736.362130150606
2064,Buncis,2021-12-10,3043,3333.829378004296
2065,Sawi Putih,2021-12-11,1449,1570.1998909268048
2066,Cabe Chilli,2021-12-11,25130,27165.418299756424
2067,Cabe Kriting,2021-12-11,76782,82350.300350425
2068,Cabe Rawit,2021-12-11,79264,86168.41651786501
2069,Kol,2021-12-11,2139,2273.017518007227
2070,Buncis,2021-12-11,7360,8050.132077722546
2071,Sawi Putih,2021-12-12,2178,2321.484945921886
2072,Cabe Chilli,2021-12-12,31875,34535.970505873556
2073,Cabe Kriting,2021-12-12,30682,32975.39478876561
2074,Cabe Rawit,2021-12-12,43531,47883.56914042029
2075,Kol,2021-12-12,2917,3182.4109000720046
2076,Buncis,2021-12-12,6023,6373.689701088344
2077,Sawi Putih,2021-12-13,3562,3871.898421483568
2078,Cabe Chilli,2021-12-13,54890,57731.11075057016
2079,Cabe Kriting,2021-12-13,75073,80158.72948233421
2080,Cabe Rawit,2021-12-13,52285,56714.00999302425
2081,Kol,2021-12-13,3313,3613.759593305148
2082,Buncis,2021-12-13,4747,5149.070715356156
2083,Sawi Putih,2021-12-14,2889,3035.041823805097
2084,Cabe Chilli,2021-12-14,45059,48454.49948144988
2085,Cabe Kriting,2021-12-14,79163,83218.50315195261
2086,Cabe Rawit,2021-12-14,79314,85170.50749762193
2087,Kol,2021-12-14,5318,5727.189555267521
2088,Buncis,2021-12-14,5484,6006.324280262058
2089,Sawi Putih,2021-12-15,4983,5294.272900874598
2090,Cabe Chilli,2021-12-15,41334,45086.77188851446
2091,Cabe Kriting,2021-12-15,20591,21690.075862265363
2092,Cabe Rawit,2021-12-15,57554,60548.85638743591
2093,Kol,2021-12-15,6301,6748.716338355
2094,Buncis,2021-12-15,3350,3626.384607010063
2095,Sawi Putih,2021-12-16,2291,2487.8864770281502
2096,Cabe Chilli,2021-12-16,73797,79592.26014600106
2097,Cabe Kriting,2021-12-16,40062,42070.41735632884
2098,Cabe Rawit,2021-12-16,75134,80608.81331190215
2099,Kol,2021-12-16,5484,5874.321450808534
2100,Buncis,2021-12-16,2921,3078.9944965142977
2101,Sawi Putih,2021-12-17,3889,4218.602474927382
2102,Cabe Chilli,2021-12-17,63976,69702.9286324805
2103,Cabe Kriting,2021-12-17,37552,41265.07431859493
2104,Cabe Rawit,2021-12-17,25618,27536.908714088626
2105,Kol,2021-12-17,3788,4055.2625445313465
2106,Buncis,2021-12-17,2108,2274.6153316598875
2107,Sawi Putih,2021-12-18,1631,1734.9673236075494
2108,Cabe Chilli,2021-12-18,62662,66079.62248924188
2109,Cabe Kriting,2021-12-18,44411,46745.00065662527
2110,Cabe Rawit,2021-12-18,34926,38000.9629356637
2111,Kol,2021-12-18,3467,3653.5290475652323
2112,Buncis,2021-12-18,6725,7135.054315650259
2113,Sawi Putih,2021-12-19,600,641.4969626975294
2114,Cabe Chilli,2021-12-19,62085,66194.8973535775
2115,Cabe Kriting,2021-12-19,35534,37854.3835108221
2116,Cabe Rawit,2021-12-19,32388,34988.50242211786
2117,Kol,2021-12-19,2341,2531.619453181925
2118,Buncis,2021-12-19,3422,3687.874798196732
2119,Sawi Putih,2021-12-20,2531,2714.801995302135
2120,Cabe Chilli,2021-12-20,52162,56306.20282446153
2121,Cabe Kriting,2021-12-20,77079,84275.06935527473
2122,Cabe Rawit,2021-12-20,75022,80313.65369113212
2123,Kol,2021-12-20,4327,4555.097610818647
2124,Buncis,2021-12-20,7189,7581.594316850057
2125,Sawi Putih,2021-12-21,4743,5061.005131097
2126,Cabe Chilli,2021-12-21,64984,69974.24531626096
2127,Cabe Kriting,2021-12-21,65760,71863.49415681278
2128,Cabe Rawit,2021-12-21,70022,73890.2992912875
2129,Kol,2021-12-21,7109,7684.813145059952
2130,Buncis,2021-12-21,4425,4673.7648335899785
2131,Sawi Putih,2021-12-22,2400,2544.640633376194
2132,Cabe Chilli,2021-12-22,71113,75027.92614009506
2133,Cabe Kriting,2021-12-22,51389,54251.45488717586
2134,Cabe Rawit,2021-12-22,32073,34719.065156615325
2135,Kol,2021-12-22,4614,4925.5012825892645
2136,Buncis,2021-12-22,2111,2239.9357097630605
2137,Sawi Putih,2021-12-23,4449,4730.257667000461
2138,Cabe Chilli,2021-12-23,50759,54976.150570769154
2139,Cabe Kriting,2021-12-23,28766,31388.39231264377
2140,Cabe Rawit,2021-12-23,74241,79024.14192467395
2141,Kol,2021-12-23,6787,7267.120900592225
2142,Buncis,2021-12-23,4521,4858.728586352492
2143,Sawi Putih,2021-12-24,1204,1290.9730881276719
2144,Cabe Chilli,2021-12-24,45491,48613.79503823548
2145,Cabe Kriting,2021-12-24,25448,26955.46437609046
2146,Cabe Rawit,2021-12-24,32527,34272.37214687564
2147,Kol,2021-12-24,4279,4498.138336430639
2148,Buncis,2021-12-24,6440,6937.924765427924
2149,Sawi Putih,2021-12-25,4644,4883.051093363886
2150,Cabe Chilli,2021-12-25,21085,23124.696364756815
2151,Cabe Kriting,2021-12-25,78787,84104.7289083693
2152,Cabe Rawit,2021-12-25,48197,51519.616596133535
2153,Kol,2021-12-25,3416,3605.5058072448332
2154,Buncis,2021-12-25,4227,4450.561605297557
2155,Sawi Putih,2021-12-26,3778,4060.7260016293594
2156,Cabe Chilli,2021-12-26,72423,78780.57800866861
2157,Cabe Kriting,2021-12-26,37132,40153.22915297374
2158,Cabe Rawit,2021-12-26,56114,60580.299890030175
2159,Kol,2021-12-26,7998,8703.962911009043
2160,Buncis,2021-12-26,5745,6225.272353915499
2161,Sawi Putih,2021-12-27,3929,4304.141574253569
2162,Cabe Chilli,2021-12-27,62796,66930.10996828522
2163,Cabe Kriting,2021-12-27,45322,49188.30303892042
2164,Cabe Rawit,2021-12-27,26925,28490.49714076351
2165,Kol,2021-12-27,5705,6034.943293681685
2166,Buncis,2021-12-27,6298,6677.409358832094
2167,Sawi Putih,2021-12-28,3356,3685.0203425802233
2168,Cabe Chilli,2021-12-28,33055,35331.89605254064
2169,Cabe Kriting,2021-12-28,49728,54196.59040477156
2170,Cabe Rawit,2021-12-28,27765,30153.779159497284
2171,Kol,2021-12-28,5266,5782.654252412228
2172,Buncis,2021-12-28,5835,6181.484482717574
2173,Sawi Putih,2021-12-29,705,756.2636465872865
2174,Cabe Chilli,2021-12-29,20438,22475.295402265187
2175,Cabe Kriting,2021-12-29,23921,25594.21298030656
2176,Cabe Rawit,2021-12-29,63757,67366.62279768355
2177,Kol,2021-12-29,2528,2710.1606546295525
2178,Buncis,2021-12-29,2964,3174.9683184652986
2179,Sawi Putih,2021-12-30,3339,3658.0182706053693
2180,Cabe Chilli,2021-12-30,55175,60521.62674333733
2181,Cabe Kriting,2021-12-30,79028,84513.1590582769
2182,Cabe Rawit,2021-12-30,28329,30344.709730639872
2183,Kol,2021-12-30,4761,5030.158104746072
2184,Buncis,2021-12-30,6185,6637.791864070516
2185,Sawi Putih,2021-12-31,2209,2357.670005889815
2186,Cabe Chilli,2021-12-31,56664,60014.48302397325
2187,Cabe Kriting,2021-12-31,31510,33371.499506829525
2188,Cabe Rawit,2021-12-31,65145,70749.16357138047
2189,Kol,2021-12-31,6783,7412.646069482058
2190,Buncis,2021-12-31,7889,8439.823332634547
2191,Sawi Putih,2022-01-01,4005,4351.215231993098
2192,Cabe Chilli,2022-01-01,54170,57961.05030901341
2193,Cabe Kriting,2022-01-01,40557,43221.95400692178
2194,Cabe Rawit,2022-01-01,70121,73684.22316997606
2195,Kol,2022-01-01,6568,7020.7955370058025
2196,Buncis,2022-01-01,7083,7661.149690090147
2197,Sawi Putih,2022-01-02,2243,2428.6400704741395
2198,Cabe Chilli,2022-01-02,73379,79542.110484002
2199,Cabe Kriting,2022-01-02,69959,76420.36994642856
2200,Cabe Rawit,2022-01-02,69133,74043.70924349954
2201,Kol,2022-01-02,2841,2991.2524116243044
2202,Buncis,2022-01-02,3692,3922.813733784366
2203,Sawi Putih,2022-01-03,2955,3104.062913938275
2204,Cabe Chilli,2022-01-03,21205,22937.72420878618
2205,Cabe Kriting,2022-01-03,37172,39436.74622066421
2206,Cabe Rawit,2022-01-03,52232,56655.39233208403
2207,Kol,2022-01-03,3278,3462.132959155336
2208,Buncis,2022-01-03,4261,4632.93887010316
2209,Sawi Putih,2022-01-04,3629,3978.548770263581
2210,Cabe Chilli,2022-01-04,40538,44564.44867720879
2211,Cabe Kriting,2022-01-04,67086,71275.96944017556
2212,Cabe Rawit,2022-01-04,33169,34899.2393411937
2213,Kol,2022-01-04,4126,4335.713920683669
2214,Buncis,2022-01-04,2008,2157.813124054744
2215,Sawi Putih,2022-01-05,695,742.7145508894591
2216,Cabe Chilli,2022-01-05,30290,32881.31759862107
2217,Cabe Kriting,2022-01-05,44061,48342.60632616267
2218,Cabe Rawit,2022-01-05,64629,69878.08283008871
2219,Kol,2022-01-05,5495,5785.414787987819
2220,Buncis,2022-01-05,3512,3734.79897443402
2221,Sawi Putih,2022-01-06,3539,3762.2385713919325
2222,Cabe Chilli,2022-01-06,23033,25230.946712197896
2223,Cabe Kriting,2022-01-06,33331,36600.70749199369
2224,Cabe Rawit,2022-01-06,62311,67453.75319810894
2225,Kol,2022-01-06,2675,2916.525386245947
2226,Buncis,2022-01-06,5744,6253.920837810976
2227,Sawi Putih,2022-01-07,3392,3719.0909079313496
2228,Cabe Chilli,2022-01-07,64036,67710.91815331111
2229,Cabe Kriting,2022-01-07,59284,63775.929687623866
2230,Cabe Rawit,2022-01-07,72344,77411.8918295283
2231,Kol,2022-01-07,4707,5083.118772245453
2232,Buncis,2022-01-07,4424,4781.646753908369
2233,Sawi Putih,2022-01-08,2719,2868.0642369918028
2234,Cabe Chilli,2022-01-08,79325,84554.82102773232
2235,Cabe Kriting,2022-01-08,77234,81485.05749882643
2236,Cabe Rawit,2022-01-08,58236,61266.48897175593
2237,Kol,2022-01-08,5083,5561.040279742085
2238,Buncis,2022-01-08,5336,5654.549272513403
2239,Sawi Putih,2022-01-09,1298,1386.1085462343228
2240,Cabe Chilli,2022-01-09,55972,61093.7483018151
2241,Cabe Kriting,2022-01-09,55490,59621.95152277571
2242,Cabe Rawit,2022-01-09,56899,62396.41653274869
2243,Kol,2022-01-09,3164,3444.0164064817322
2244,Buncis,2022-01-09,4954,5377.71610883074
2245,Sawi Putih,2022-01-10,3146,3314.503196351733
2246,Cabe Chilli,2022-01-10,37527,39887.49495519649
2247,Cabe Kriting,2022-01-10,51172,55605.87822727411
2248,Cabe Rawit,2022-01-10,49624,54401.722197827956
2249,Kol,2022-01-10,6417,6773.626336103048
2250,Buncis,2022-01-10,7627,8260.50936450543
2251,Sawi Putih,2022-01-11,1173,1255.7455108035645
2252,Cabe Chilli,2022-01-11,54289,58976.92976252625
2253,Cabe Kriting,2022-01-11,56436,59491.09609466816
2254,Cabe Rawit,2022-01-11,77287,84330.01482161715
2255,Kol,2022-01-11,5070,5479.438713901735
2256,Buncis,2022-01-11,3350,3650.302591095206
2257,Sawi Putih,2022-01-12,1941,2106.756000003711
2258,Cabe Chilli,2022-01-12,64613,69311.41227540905
2259,Cabe Kriting,2022-01-12,36745,39357.15060162281
2260,Cabe Rawit,2022-01-12,53030,57045.798145605164
2261,Kol,2022-01-12,2554,2682.3016456937776
2262,Buncis,2022-01-12,3288,3531.5588017261316
2263,Sawi Putih,2022-01-13,1363,1453.328340067147
2264,Cabe Chilli,2022-01-13,24997,26434.399957014542
2265,Cabe Kriting,2022-01-13,73901,77686.7287077049
2266,Cabe Rawit,2022-01-13,59354,63872.315997194026
2267,Kol,2022-01-13,2514,2647.597245737689
2268,Buncis,2022-01-13,7032,7687.19286007699
2269,Sawi Putih,2022-01-14,4042,4324.374174901235
2270,Cabe Chilli,2022-01-14,35184,37896.84240970621
2271,Cabe Kriting,2022-01-14,61593,66301.37307601846
2272,Cabe Rawit,2022-01-14,29595,32299.987495749858
