ID,Jenis Sayuran,Tanggal Harga,Season,Harga Beli Pengepul per Kilogram,Harga Beli Pasar per Kilogram
2327,Kol,1/23/2022,Hujan,4549.011326,5282.471964
2328,Buncis,1/23/2022,Hujan,4722.067062,5423.313944
2329,Sawi Putih,1/24/2022,Hujan,2282.886101,2633.41317
2330,Cabe Chilli,1/24/2022,Hujan,17250.38548,18674.50601
2331,Cabe Kriting,1/24/2022,Hujan,24495.35778,26353.1584
2332,Cabe Rawit,1/24/2022,Hujan,31832.31413,37423.78722
2333,Kol,1/24/2022,Hujan,5883.358003,6521.65184
2334,Buncis,1/24/2022,Hujan,6295.162458,6841.04197
2335,Sawi Putih,1/25/2022,Hujan,3858.790573,4478.162157
2336,Cabe Chilli,1/25/2022,Hujan,14168.58259,16616.48303
2337,Cabe Kriting,1/25/2022,Hujan,25991.62928,29548.00895
2338,Cabe Rawit,1/25/2022,Hujan,38672.60454,41523.85656
2339,Kol,1/25/2022,Hujan,3694.256063,4317.491457
2340,Buncis,1/25/2022,Hujan,3539.759793,3935.002277
2341,Sawi Putih,1/26/2022,Hujan,2063.004573,2389.705534
2342,Cabe Chilli,1/26/2022,Hujan,15000.90461,15992.76115
2343,Cabe Kriting,1/26/2022,Hujan,22882.9112,25405.21624
2344,Cabe Rawit,1/26/2022,Hujan,31588.32864,36811.73323
2345,Kol,1/26/2022,Hujan,4619.578695,5059.381327
2346,Buncis,1/26/2022,Hujan,2884.807527,3339.782353
2347,Sawi Putih,1/27/2022,Hujan,683.0014781,798.6287931
2348,Cabe Chilli,1/27/2022,Hujan,15980.25484,17723.01427
2349,Cabe Kriting,1/27/2022,Hujan,23966.67526,26474.21162
2350,Cabe Rawit,1/27/2022,Hujan,35985.0986,38516.11585
2351,Kol,1/27/2022,Hujan,5185.844672,5999.535794
2352,Buncis,1/27/2022,Hujan,2304.868189,2510.030916
2353,Sawi Putih,1/28/2022,Hujan,3296.337097,3769.471185
2354,Cabe Chilli,1/28/2022,Hujan,20540.76296,22397.86651
2355,Cabe Kriting,1/28/2022,Hujan,21180.89547,24531.70296
2356,Cabe Rawit,1/28/2022,Hujan,43298.16168,46967.56863
2357,Kol,1/28/2022,Hujan,4959.814913,5656.195467
2358,Buncis,1/28/2022,Hujan,2050.087176,2301.509121
2359,Sawi Putih,1/29/2022,Hujan,1634.934401,1759.904733
2360,Cabe Chilli,1/29/2022,Hujan,14584.99944,17064.24589
2361,Cabe Kriting,1/29/2022,Hujan,22356.76752,23577.68413
2362,Cabe Rawit,1/29/2022,Hujan,28659.00108,33241.24149
2363,Kol,1/29/2022,Hujan,5209.920806,5970.908464
2364,Buncis,1/29/2022,Hujan,2066.734912,2180.777444
2365,Sawi Putih,1/30/2022,Hujan,1430.769785,1632.912398
2366,Cabe Chilli,1/30/2022,Hujan,17346.13093,20005.97731
2367,Cabe Kriting,1/30/2022,Hujan,22725.79079,24513.2339
2368,Cabe Rawit,1/30/2022,Hujan,32215.4453,36552.28823
2369,Kol,1/30/2022,Hujan,2338.741046,2493.084563
2370,Buncis,1/30/2022,Hujan,1881.170456,2001.854878
2371,Sawi Putih,1/31/2022,Hujan,1761.863722,1860.457002
2372,Cabe Chilli,1/31/2022,Hujan,19451.04621,22657.39272
2373,Cabe Kriting,1/31/2022,Hujan,33309.98234,36336.84602
2374,Cabe Rawit,1/31/2022,Hujan,37988.90119,40647.83867
2375,Kol,1/31/2022,Hujan,2008.870738,2191.817568
2376,Buncis,1/31/2022,Hujan,6087.29455,6939.396401
2377,Sawi Putih,2/1/2022,Hujan,881.281624,995.6126587
2378,Cabe Chilli,2/1/2022,Hujan,16167.55267,17122.58738
2379,Cabe Kriting,2/1/2022,Hujan,22567.75203,25443.5063
2380,Cabe Rawit,2/1/2022,Hujan,33607.64927,38524.01052
2381,Kol,2/1/2022,Hujan,3027.250288,3216.801716
2382,Buncis,2/1/2022,Hujan,2384.323173,2771.062283
2383,Sawi Putih,2/2/2022,Hujan,3532.018945,4018.163776
2384,Cabe Chilli,2/2/2022,Hujan,20969.0466,22201.4396
2385,Cabe Kriting,2/2/2022,Hujan,33469.59712,36039.24734
2386,Cabe Rawit,2/2/2022,Hujan,38410.394,43167.58681
2387,Kol,2/2/2022,Hujan,3917.827571,4429.316522
2388,Buncis,2/2/2022,Hujan,2253.069321,2548.326431
2389,Sawi Putih,2/3/2022,Hujan,1522.33029,1659.43148
2390,Cabe Chilli,2/3/2022,Hujan,16038.62562,18446.21895
2391,Cabe Kriting,2/3/2022,Hujan,22601.66525,24030.68444
2392,Cabe Rawit,2/3/2022,Hujan,46066.15074,49666.13834
2393,Kol,2/3/2022,Hujan,2553.521489,2725.265876
2394,Buncis,2/3/2022,Hujan,4854.073041,5126.415823
2395,Sawi Putih,2/4/2022,Hujan,3075.244278,3558.158671
2396,Cabe Chilli,2/4/2022,Hujan,20388.25952,23258.51589
2397,Cabe Kriting,2/4/2022,Hujan,22304.87849,24521.81478
2398,Cabe Rawit,2/4/2022,Hujan,43041.4632,46681.21202
2399,Kol,2/4/2022,Hujan,4826.970165,5456.134319
2400,Buncis,2/4/2022,Hujan,2085.234607,2290.82585
2401,Sawi Putih,2/5/2022,Hujan,3173.937944,3451.172429
2402,Cabe Chilli,2/5/2022,Hujan,18098.35562,19715.99376
2403,Cabe Kriting,2/5/2022,Hujan,28803.55451,31386.13676
2404,Cabe Rawit,2/5/2022,Hujan,43501.78728,49675.70311
2405,Kol,2/5/2022,Hujan,6387.766038,6844.381062
2406,Buncis,2/5/2022,Hujan,4262.839168,4964.444344
2407,Sawi Putih,2/6/2022,Hujan,3314.886986,3779.279869
2408,Cabe Chilli,2/6/2022,Hujan,15969.02125,16893.71703
2409,Cabe Kriting,2/6/2022,Hujan,23654.39008,27591.12825
2410,Cabe Rawit,2/6/2022,Hujan,31726.94594,35191.24081
2411,Kol,2/6/2022,Hujan,3945.869773,4502.557817
2412,Buncis,2/6/2022,Hujan,5434.053884,6079.333264
2413,Sawi Putih,2/7/2022,Hujan,512.0776519,553.335446
2414,Cabe Chilli,2/7/2022,Hujan,17593.51509,19835.86902
2415,Cabe Kriting,2/7/2022,Hujan,29436.10649,31865.03988
2416,Cabe Rawit,2/7/2022,Hujan,31307.69186,36174.40437
2417,Kol,2/7/2022,Hujan,3361.947842,3779.182437
2418,Buncis,2/7/2022,Hujan,4395.187421,4827.953166
2419,Sawi Putih,2/8/2022,Hujan,1643.758809,1790.029536
2420,Cabe Chilli,2/8/2022,Hujan,17313.86124,20157.31721
2421,Cabe Kriting,2/8/2022,Hujan,29826.4625,32070.56129
2422,Cabe Rawit,2/8/2022,Hujan,43717.22504,49894.77743
2423,Kol,2/8/2022,Hujan,6710.150086,7350.119877
2424,Buncis,2/8/2022,Hujan,2330.474599,2491.74549
2425,Sawi Putih,2/9/2022,Hujan,3736.586495,3994.269288
2426,Cabe Chilli,2/9/2022,Hujan,15315.74412,17365.3956
2427,Cabe Kriting,2/9/2022,Hujan,24497.90851,28160.33906
2428,Cabe Rawit,2/9/2022,Hujan,39197.22609,42703.26795
2429,Kol,2/9/2022,Hujan,6881.61289,7304.435871
2430,Buncis,2/9/2022,Hujan,4249.168363,4871.105615
2431,Sawi Putih,2/10/2022,Hujan,620.8986161,709.0159464
2432,Cabe Chilli,2/10/2022,Hujan,17901.18318,19117.06198
2433,Cabe Kriting,2/10/2022,Hujan,27241.57612,28905.97996
2434,Cabe Rawit,2/10/2022,Hujan,44970.31993,49803.90766
2435,Kol,2/10/2022,Hujan,2048.080305,2199.053578
2436,Buncis,2/10/2022,Hujan,2847.134025,3056.798495
2437,Sawi Putih,2/11/2022,Hujan,1634.521281,1873.659719
2438,Cabe Chilli,2/11/2022,Hujan,15936.02346,17978.84753
2439,Cabe Kriting,2/11/2022,Hujan,27320.5677,31263.06561
2440,Cabe Rawit,2/11/2022,Hujan,34735.79147,37518.07592
2441,Kol,2/11/2022,Hujan,5629.498344,6493.56484
2442,Buncis,2/11/2022,Hujan,5172.607226,5481.231269
2443,Sawi Putih,2/12/2022,Hujan,3587.053052,3862.797729
2444,Cabe Chilli,2/12/2022,Hujan,18405.27224,20499.11863
2445,Cabe Kriting,2/12/2022,Hujan,23092.4925,25617.0071
2446,Cabe Rawit,2/12/2022,Hujan,30561.30914,32735.23297
2447,Kol,2/12/2022,Hujan,4025.323902,4632.26841
2448,Buncis,2/12/2022,Hujan,1823.259263,2137.493957
2449,Sawi Putih,2/13/2022,Hujan,450.813873,493.4614542
2450,Cabe Chilli,2/13/2022,Hujan,21098.9354,23849.49163
2451,Cabe Kriting,2/13/2022,Hujan,29513.61929,31360.61482
2452,Cabe Rawit,2/13/2022,Hujan,39100.55298,41850.10634
2453,Kol,2/13/2022,Hujan,5149.881061,5651.14181
2454,Buncis,2/13/2022,Hujan,3620.387683,4123.138633
2455,Sawi Putih,2/14/2022,Hujan,2583.69868,3015.224779
2456,Cabe Chilli,2/14/2022,Hujan,18081.60032,19975.19988
2457,Cabe Kriting,2/14/2022,Hujan,21101.56174,23704.14901
2458,Cabe Rawit,2/14/2022,Hujan,29027.17906,33325.24608
2459,Kol,2/14/2022,Hujan,3720.788643,4111.494949
2460,Buncis,2/14/2022,Hujan,2632.992535,2997.565128
2461,Sawi Putih,2/15/2022,Hujan,3618.951918,3961.171361
2462,Cabe Chilli,2/15/2022,Hujan,16287.28696,19002.64525
2463,Cabe Kriting,2/15/2022,Hujan,28658.33405,31937.20845
2464,Cabe Rawit,2/15/2022,Hujan,29330.38306,31948.55022
2465,Kol,2/15/2022,Hujan,6112.843693,6722.644657
2466,Buncis,2/15/2022,Hujan,2696.192,2950.024767
2467,Sawi Putih,2/16/2022,Hujan,712.4155614,809.3914553
2468,Cabe Chilli,2/16/2022,Hujan,19280.06245,22580.85997
2469,Cabe Kriting,2/16/2022,Hujan,22423.12216,25688.44519
2470,Cabe Rawit,2/16/2022,Hujan,39399.80737,44428.2724
2471,Kol,2/16/2022,Hujan,4808.951213,5314.488106
2472,Buncis,2/16/2022,Hujan,3774.256399,4109.835352
2473,Sawi Putih,2/17/2022,Hujan,1706.063309,1818.250668
2474,Cabe Chilli,2/17/2022,Hujan,16413.68488,18274.26626
2475,Cabe Kriting,2/17/2022,Hujan,24492.07405,26788.406
2476,Cabe Rawit,2/17/2022,Hujan,38062.28247,42030.46075
2477,Kol,2/17/2022,Hujan,1772.24599,2075.76252
2478,Buncis,2/17/2022,Hujan,5550.72981,5929.077967
2479,Sawi Putih,2/18/2022,Hujan,2893.681563,3218.579412
2480,Cabe Chilli,2/18/2022,Hujan,18090.53256,19472.95228
2481,Cabe Kriting,2/18/2022,Hujan,28785.68123,31824.14572
2482,Cabe Rawit,2/18/2022,Hujan,34044.38398,39493.67809
2483,Kol,2/18/2022,Hujan,4825.010422,5661.873886
2484,Buncis,2/18/2022,Hujan,2993.755912,3184.137227
2485,Sawi Putih,2/19/2022,Hujan,2241.823404,2482.253103
2486,Cabe Chilli,2/19/2022,Hujan,19763.24582,20886.83913
2487,Cabe Kriting,2/19/2022,Hujan,21385.9349,24723.64215
2488,Cabe Rawit,2/19/2022,Hujan,33896.6891,37776.67815
2489,Kol,2/19/2022,Hujan,3378.54442,3891.015732
2490,Buncis,2/19/2022,Hujan,3747.573326,4006.474769
2491,Sawi Putih,2/20/2022,Hujan,2399.932548,2668.500937
2492,Cabe Chilli,2/20/2022,Hujan,16099.77557,18256.88211
2493,Cabe Kriting,2/20/2022,Hujan,25996.13287,29693.17735
2494,Cabe Rawit,2/20/2022,Hujan,32282.45348,36538.19725
2495,Kol,2/20/2022,Hujan,1779.700665,1913.910771
2496,Buncis,2/20/2022,Hujan,2564.429273,2975.48827
2497,Sawi Putih,2/21/2022,Hujan,2826.429481,3303.83664
2498,Cabe Chilli,2/21/2022,Hujan,15193.04612,17267.84771
2499,Cabe Kriting,2/21/2022,Hujan,31995.1736,34816.47492
2500,Cabe Rawit,2/21/2022,Hujan,33550.05955,37007.47736
2501,Kol,2/21/2022,Hujan,5706.060283,6340.197339
2502,Buncis,2/21/2022,Hujan,6474.969517,6996.760305
2503,Sawi Putih,2/22/2022,Hujan,2093.952024,2335.50961
2504,Cabe Chilli,2/22/2022,Hujan,15724.94129,17033.20229
2505,Cabe Kriting,2/22/2022,Hujan,25682.2989,27136.11362
2506,Cabe Rawit,2/22/2022,Hujan,36570.95048,39054.38518
2507,Kol,2/22/2022,Hujan,2322.020411,2673.13701
2508,Buncis,2/22/2022,Hujan,2459.441011,2752.314839
2509,Sawi Putih,2/23/2022,Hujan,1003.991912,1152.025716
2510,Cabe Chilli,2/23/2022,Hujan,18313.39221,21112.85354
2511,Cabe Kriting,2/23/2022,Hujan,24250.80354,28041.01123
2512,Cabe Rawit,2/23/2022,Hujan,41328.73938,45357.8101
2513,Kol,2/23/2022,Hujan,2824.836998,3051.97466
2514,Buncis,2/23/2022,Hujan,4844.248052,5687.008747
2515,Sawi Putih,2/24/2022,Hujan,644.6696598,757.2412769
2516,Cabe Chilli,2/24/2022,Hujan,17293.27617,19202.51831
2517,Cabe Kriting,2/24/2022,Hujan,28772.19845,31713.71515
2518,Cabe Rawit,2/24/2022,Hujan,27095.59135,29855.88196
2519,Kol,2/24/2022,Hujan,6195.245265,7120.822649
2520,Buncis,2/24/2022,Hujan,3386.472855,3756.145424
2521,Sawi Putih,2/25/2022,Hujan,4476.181855,4836.44224
2522,Cabe Chilli,2/25/2022,Hujan,19137.58244,21582.3938
2523,Cabe Kriting,2/25/2022,Hujan,24152.53451,26649.90617
2524,Cabe Rawit,2/25/2022,Hujan,41802.82107,48722.45203
2525,Kol,2/25/2022,Hujan,3513.461711,3898.576264
2526,Buncis,2/25/2022,Hujan,6135.989948,6955.895054
2527,Sawi Putih,2/26/2022,Hujan,1806.211325,1918.612163
2528,Cabe Chilli,2/26/2022,Hujan,22287.95186,24350.39286
2529,Cabe Kriting,2/26/2022,Hujan,24889.54918,27957.95186
2530,Cabe Rawit,2/26/2022,Hujan,32441.88922,37800.08099
2531,Kol,2/26/2022,Hujan,3952.848428,4421.957862
2532,Buncis,2/26/2022,Hujan,5524.445944,5938.927976
2533,Sawi Putih,2/27/2022,Hujan,3800.853647,4413.524041
2534,Cabe Chilli,2/27/2022,Hujan,19340.60773,22667.79502
2535,Cabe Kriting,2/27/2022,Hujan,27001.29291,29712.21602
2536,Cabe Rawit,2/27/2022,Hujan,44335.04473,51171.20039
2537,Kol,2/27/2022,Hujan,2845.951003,3068.495132
2538,Buncis,2/27/2022,Hujan,1943.168989,2080.440273
2539,Sawi Putih,2/28/2022,Hujan,3308.431128,3721.591157
2540,Cabe Chilli,2/28/2022,Hujan,21791.57644,24306.19015
2541,Cabe Kriting,2/28/2022,Hujan,21702.94605,24693.14507
2542,Cabe Rawit,2/28/2022,Hujan,30728.49158,35377.55869
2543,Kol,2/28/2022,Hujan,4969.856942,5483.75098
2544,Buncis,2/28/2022,Hujan,6664.267043,7537.350351
2545,Sawi Putih,3/1/2022,Hujan,4305.838258,4798.380561
2546,Cabe Chilli,3/1/2022,Hujan,18488.29602,20859.31189
2547,Cabe Kriting,3/1/2022,Hujan,23851.04884,26383.96562
2548,Cabe Rawit,3/1/2022,Hujan,32353.7791,35277.28729
2549,Kol,3/1/2022,Hujan,4766.82796,5239.933869
2550,Buncis,3/1/2022,Hujan,5765.516851,6467.529081
2551,Sawi Putih,3/2/2022,Hujan,758.5185944,823.376275
2552,Cabe Chilli,3/2/2022,Hujan,14682.56671,17090.57932
2553,Cabe Kriting,3/2/2022,Hujan,26973.61096,29704.23377
2554,Cabe Rawit,3/2/2022,Hujan,27948.79785,30933.1667
2555,Kol,3/2/2022,Hujan,3021.353694,3249.817396
2556,Buncis,3/2/2022,Hujan,6453.571387,7047.810217
2557,Sawi Putih,3/3/2022,Hujan,2638.64555,2913.882182
2558,Cabe Chilli,3/3/2022,Hujan,20119.09971,22415.24609
2559,Cabe Kriting,3/3/2022,Hujan,23433.43743,27055.93872
2560,Cabe Rawit,3/3/2022,Hujan,39027.55735,45197.57585
2561,Kol,3/3/2022,Hujan,3926.413351,4409.719557
2562,Buncis,3/3/2022,Hujan,3728.256801,3928.831125
2563,Sawi Putih,3/4/2022,Hujan,2765.312082,2990.261982
2564,Cabe Chilli,3/4/2022,Hujan,19898.96397,21891.31307
2565,Cabe Kriting,3/4/2022,Hujan,20790.33113,22982.39135
2566,Cabe Rawit,3/4/2022,Hujan,36987.82222,41982.02497
2567,Kol,3/4/2022,Hujan,4094.922875,4323.049329
2568,Buncis,3/4/2022,Hujan,2196.883664,2344.167413
2569,Sawi Putih,3/5/2022,Hujan,3587.088005,3896.733008
2570,Cabe Chilli,3/5/2022,Hujan,15389.40399,17260.0295
2571,Cabe Kriting,3/5/2022,Hujan,24255.29522,26305.68191
2572,Cabe Rawit,3/5/2022,Hujan,35746.43621,37805.64036
2573,Kol,3/5/2022,Hujan,5197.841157,5597.267831
2574,Buncis,3/5/2022,Hujan,5595.825196,6447.116764
2575,Sawi Putih,3/6/2022,Hujan,2898.649681,3314.345836
2576,Cabe Chilli,3/6/2022,Hujan,17284.87799,19528.97736
2577,Cabe Kriting,3/6/2022,Hujan,26585.86128,31130.60349
2578,Cabe Rawit,3/6/2022,Hujan,36838.71665,39857.3967
2579,Kol,3/6/2022,Hujan,2492.449757,2785.8483
2580,Buncis,3/6/2022,Hujan,5015.127782,5647.401232
2581,Sawi Putih,3/7/2022,Hujan,2072.137572,2436.182567
2582,Cabe Chilli,3/7/2022,Hujan,16658.09254,18810.51054
2583,Cabe Kriting,3/7/2022,Hujan,24153.95338,27214.2129
2584,Cabe Rawit,3/7/2022,Hujan,41515.5904,44500.64831
2585,Kol,3/7/2022,Hujan,6404.818501,7377.057067
2586,Buncis,3/7/2022,Hujan,6058.81275,6861.096376
2587,Sawi Putih,3/8/2022,Hujan,3235.085918,3609.843179
2588,Cabe Chilli,3/8/2022,Hujan,15817.878,17719.11455
2589,Cabe Kriting,3/8/2022,Hujan,25113.01843,29037.90043
2590,Cabe Rawit,3/8/2022,Hujan,32895.6815,37636.30544
2591,Kol,3/8/2022,Hujan,5734.862273,6204.871699
2592,Buncis,3/8/2022,Hujan,4355.368638,4671.878515
2593,Sawi Putih,3/9/2022,Hujan,2827.708696,3165.753534
2594,Cabe Chilli,3/9/2022,Hujan,22741.64464,26417.97373
2595,Cabe Kriting,3/9/2022,Hujan,22214.51735,25131.80817
2596,Cabe Rawit,3/9/2022,Hujan,39495.21115,45520.34849
2597,Kol,3/9/2022,Hujan,5956.070034,6754.388641
2598,Buncis,3/9/2022,Hujan,2143.129334,2515.278077
2599,Sawi Putih,3/10/2022,Hujan,3814.084695,4225.271633
2600,Cabe Chilli,3/10/2022,Hujan,17590.81445,18596.27305
2601,Cabe Kriting,3/10/2022,Hujan,25399.35445,28625.63687
2602,Cabe Rawit,3/10/2022,Hujan,31322.22359,35770.28282
2603,Kol,3/10/2022,Hujan,4941.451968,5498.936119
2604,Buncis,3/10/2022,Hujan,2102.325977,2322.531605
2605,Sawi Putih,3/11/2022,Hujan,4086.053422,4505.021703
2606,Cabe Chilli,3/11/2022,Hujan,19622.12531,21160.56934
2607,Cabe Kriting,3/11/2022,Hujan,26385.65227,29930.27598
2608,Cabe Rawit,3/11/2022,Hujan,33037.08224,35659.23559
2609,Kol,3/11/2022,Hujan,2160.94667,2378.20229
2610,Buncis,3/11/2022,Hujan,2164.151497,2535.073049
2611,Sawi Putih,3/12/2022,Hujan,3308.2119,3513.724536
2612,Cabe Chilli,3/12/2022,Hujan,14649.43688,16137.70887
2613,Cabe Kriting,3/12/2022,Hujan,26759.04425,28377.61574
2614,Cabe Rawit,3/12/2022,Hujan,39047.47171,43437.90213
2615,Kol,3/12/2022,Hujan,2532.625186,2780.95701
2616,Buncis,3/12/2022,Hujan,2559.49759,2946.49507
2617,Sawi Putih,3/13/2022,Hujan,900.5140552,1058.17633
2618,Cabe Chilli,3/13/2022,Hujan,18051.2071,21224.02262
2619,Cabe Kriting,3/13/2022,Hujan,17742.11518,19874.70153
2620,Cabe Rawit,3/13/2022,Hujan,37152.63912,39197.56885
2621,Kol,3/13/2022,Hujan,5904.35131,6369.457237
2622,Buncis,3/13/2022,Hujan,4897.732865,5702.576727
2623,Sawi Putih,3/14/2022,Hujan,1611.820441,1832.802756
2624,Cabe Chilli,3/14/2022,Hujan,18599.61895,21622.4369
2625,Cabe Kriting,3/14/2022,Hujan,25191.16135,27657.00135
2626,Cabe Rawit,3/14/2022,Hujan,34046.05813,40043.78544
2627,Kol,3/14/2022,Hujan,7175.143185,7683.341346
2628,Buncis,3/14/2022,Hujan,4403.937125,5101.304259
2629,Sawi Putih,3/15/2022,Hujan,3750.526395,4371.240827
2630,Cabe Chilli,3/15/2022,Hujan,17905.67913,20749.60599
2631,Cabe Kriting,3/15/2022,Hujan,22504.26932,24224.50452
2632,Cabe Rawit,3/15/2022,Hujan,41586.76769,44059.0993
2633,Kol,3/15/2022,Hujan,3007.606567,3437.078896
2634,Buncis,3/15/2022,Hujan,3235.934987,3643.483237
2635,Sawi Putih,3/16/2022,Hujan,923.2628124,1021.134485
2636,Cabe Chilli,3/16/2022,Hujan,20089.6199,22504.64149
2637,Cabe Kriting,3/16/2022,Hujan,29327.63254,31260.24453
2638,Cabe Rawit,3/16/2022,Hujan,43000.27991,45967.17961
2639,Kol,3/16/2022,Hujan,4679.341481,5020.47785
2640,Buncis,3/16/2022,Hujan,3917.496523,4363.348715
2641,Sawi Putih,3/17/2022,Hujan,2420.305362,2581.971559
2642,Cabe Chilli,3/17/2022,Hujan,16364.34045,17771.12041
2643,Cabe Kriting,3/17/2022,Hujan,27671.26771,30358.30412
2644,Cabe Rawit,3/17/2022,Hujan,33051.02261,36332.70328
2645,Kol,3/17/2022,Hujan,4286.350921,4741.971763
2646,Buncis,3/17/2022,Hujan,3491.286103,4011.783695
2647,Sawi Putih,3/18/2022,Hujan,2832.849955,3251.878288
2648,Cabe Chilli,3/18/2022,Hujan,16260.84361,19037.53854
2649,Cabe Kriting,3/18/2022,Hujan,27248.44043,28701.84247
2650,Cabe Rawit,3/18/2022,Hujan,29908.7235,35030.42559
2651,Kol,3/18/2022,Hujan,5125.129546,5827.971207
2652,Buncis,3/18/2022,Hujan,4510.030078,5167.8012
2653,Sawi Putih,3/19/2022,Hujan,1719.492083,1950.875982
2654,Cabe Chilli,3/19/2022,Hujan,18022.26801,21004.33947
2655,Cabe Kriting,3/19/2022,Hujan,22169.10105,25140.47879
2656,Cabe Rawit,3/19/2022,Hujan,39500.20354,43973.90883
2657,Kol,3/19/2022,Hujan,1985.750175,2192.948633
2658,Buncis,3/19/2022,Hujan,4237.152834,4601.184085
2659,Sawi Putih,3/20/2022,Hujan,3230.015531,3777.010529
2660,Cabe Chilli,3/20/2022,Hujan,21498.51076,23724.68036
2661,Cabe Kriting,3/20/2022,Hujan,21927.80183,24417.05097
2662,Cabe Rawit,3/20/2022,Hujan,29445.94609,32755.56177
2663,Kol,3/20/2022,Hujan,5907.710951,6381.001407
2664,Buncis,3/20/2022,Hujan,4571.805349,4946.52217
2665,Sawi Putih,3/21/2022,Hujan,1283.533456,1381.435284
2666,Cabe Chilli,3/21/2022,Hujan,13594.22105,14878.64515
2667,Cabe Kriting,3/21/2022,Hujan,20363.72355,23827.11353
2668,Cabe Rawit,3/21/2022,Hujan,31333.79979,35684.15675
2669,Kol,3/21/2022,Hujan,6671.767366,7123.720176
2670,Buncis,3/21/2022,Hujan,5145.213534,6007.752104
2671,Sawi Putih,3/22/2022,Hujan,2201.745291,2319.749842
2672,Cabe Chilli,3/22/2022,Hujan,16747.80707,19511.97567
2673,Cabe Kriting,3/22/2022,Hujan,21928.94521,24982.93497
2674,Cabe Rawit,3/22/2022,Hujan,44296.66829,46634.26135
2675,Kol,3/22/2022,Hujan,3307.877578,3577.248118
2676,Buncis,3/22/2022,Hujan,5953.912955,6765.678608
2677,Sawi Putih,3/23/2022,Hujan,2957.810423,3348.731755
2678,Cabe Chilli,3/23/2022,Hujan,20287.97179,21374.37897
2679,Cabe Kriting,3/23/2022,Hujan,28164.58863,33084.19142
2680,Cabe Rawit,3/23/2022,Hujan,34836.96602,39882.29796
2681,Kol,3/23/2022,Hujan,6057.737701,6812.482718
2682,Buncis,3/23/2022,Hujan,3537.080854,3743.08658
2683,Sawi Putih,3/24/2022,Hujan,3181.619761,3564.594815
2684,Cabe Chilli,3/24/2022,Hujan,14584.06934,16771.88528
2685,Cabe Kriting,3/24/2022,Hujan,24937.03235,26984.83496
2686,Cabe Rawit,3/24/2022,Hujan,44155.17383,48527.24213
2687,Kol,3/24/2022,Hujan,2611.624941,2750.674268
2688,Buncis,3/24/2022,Hujan,5915.239939,6236.905868
2689,Sawi Putih,3/25/2022,Hujan,1208.729923,1310.046784
2690,Cabe Chilli,3/25/2022,Hujan,18645.96025,20935.84863
2691,Cabe Kriting,3/25/2022,Hujan,24546.96912,26280.72068
2692,Cabe Rawit,3/25/2022,Hujan,33901.72777,36573.81804
2693,Kol,3/25/2022,Hujan,2892.006721,3076.333566
2694,Buncis,3/25/2022,Hujan,4489.861246,5026.222413
2695,Sawi Putih,3/26/2022,Hujan,508.8741256,572.9369387
2696,Cabe Chilli,3/26/2022,Hujan,15763.04604,18348.42791
2697,Cabe Kriting,3/26/2022,Hujan,22450.39985,24315.42583
2698,Cabe Rawit,3/26/2022,Hujan,42213.36611,44836.518
2699,Kol,3/26/2022,Hujan,6501.729431,7260.652419
2700,Buncis,3/26/2022,Hujan,4335.652666,5062.448084
2701,Sawi Putih,3/27/2022,Hujan,2645.596524,2820.427569
2702,Cabe Chilli,3/27/2022,Hujan,13229.00758,15359.83764
2703,Cabe Kriting,3/27/2022,Hujan,25202.49833,28606.90852
2704,Cabe Rawit,3/27/2022,Hujan,30428.72234,34557.6415
2705,Kol,3/27/2022,Hujan,3141.532191,3363.764619
2706,Buncis,3/27/2022,Hujan,1938.926512,2233.264264
2707,Sawi Putih,3/28/2022,Hujan,701.4589566,738.8185301
2708,Cabe Chilli,3/28/2022,Hujan,14900.24256,16387.3026
2709,Cabe Kriting,3/28/2022,Hujan,25695.80059,29269.30152
2710,Cabe Rawit,3/28/2022,Hujan,42467.72764,45157.6636
2711,Kol,3/28/2022,Hujan,3566.721095,4165.387349
2712,Buncis,3/28/2022,Hujan,5132.6324,5653.557303
2713,Sawi Putih,3/29/2022,Hujan,1010.254703,1078.900925
2714,Cabe Chilli,3/29/2022,Hujan,18664.07531,21818.62667
2715,Cabe Kriting,3/29/2022,Hujan,27405.78207,31752.64313
2716,Cabe Rawit,3/29/2022,Hujan,45791.94525,48372.68111
2717,Kol,3/29/2022,Hujan,5084.133581,5365.099241
2718,Buncis,3/29/2022,Hujan,4450.835415,4751.261648
2719,Sawi Putih,3/30/2022,Hujan,2741.379746,2917.279005
2720,Cabe Chilli,3/30/2022,Hujan,22382.21011,25795.99041
2721,Cabe Kriting,3/30/2022,Hujan,22837.19036,26621.25325
2722,Cabe Rawit,3/30/2022,Hujan,37488.35722,43143.19111
2723,Kol,3/30/2022,Hujan,3432.748457,3864.55672
2724,Buncis,3/30/2022,Hujan,2392.643856,2548.342571
2725,Sawi Putih,3/31/2022,Hujan,3068.329395,3422.432835
2726,Cabe Chilli,3/31/2022,Hujan,19714.10599,21220.93478
2727,Cabe Kriting,3/31/2022,Hujan,22555.31206,24559.70717
2728,Cabe Rawit,3/31/2022,Hujan,35021.11489,40645.8266
2729,Kol,3/31/2022,Hujan,4180.573175,4740.262295
2730,Buncis,3/31/2022,Hujan,1962.382041,2285.4526
2731,Sawi Putih,4/1/2022,Kemarau,2155.635987,2408.340722
2732,Cabe Chilli,4/1/2022,Kemarau,16599.96134,18679.31454
